년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
Apr-22,CSS,O3,슌펑(순풍) 항공,국제,XIY,도착,부정기,화물,0,0,0,5000,0,0,0
Apr-22,CSS,O3,슌펑(순풍) 항공,국제,XIY,출발,부정기,화물,0,0,0,35177,0,0,0
Apr-22,CSZ,ZH,심천항공,국제,SZX,도착,정기,여객,358,0,42,957,0,0,9047
Apr-22,CSZ,ZH,심천항공,국제,SZX,출발,정기,여객,322,1,1,5,0,0,8528
Apr-22,CTJ,HT,천진에어카고,국제,WEH,도착,정기,화물,0,0,0,313311,0,3293,0
Apr-22,CTJ,HT,천진에어카고,국제,WEH,출발,정기,화물,0,0,0,144782,0,0,0
Apr-22,CXA,MF,중국하문항공,국제,XMN,도착,정기,여객,1065,0,465,3600,0,0,31488
Apr-22,CXA,MF,중국하문항공,국제,XMN,출발,정기,여객,536,1,0,6769,0,0,13648
Apr-22,CYZ,CF,중국우정항공,국제,CGO,도착,정기,화물,0,0,0,87613,0,64647,0
Apr-22,CYZ,CF,중국우정항공,국제,CGO,출발,정기,화물,0,0,0,42646,0,11949,0
Apr-22,CYZ,CF,중국우정항공,국제,DLC,도착,부정기,화물,0,0,0,46994,0,37536,0
Apr-22,CYZ,CF,중국우정항공,국제,DLC,출발,부정기,화물,0,0,0,57508,0,42344,0
Apr-22,CYZ,CF,중국우정항공,국제,XIY,도착,정기,화물,0,0,0,35309,0,0,0
Apr-22,CYZ,CF,중국우정항공,국제,XIY,도착,부정기,화물,0,0,0,10726,0,0,0
Apr-22,CYZ,CF,중국우정항공,국제,XIY,출발,정기,화물,0,0,0,24571,0,0,0
Apr-22,CYZ,CF,중국우정항공,국제,XIY,출발,부정기,화물,0,0,0,7782,0,0,0
Apr-22,DAL,DL,델타항공,국제,ATL,도착,정기,여객,2525,28,946,15423,0,6380,97020
Apr-22,DAL,DL,델타항공,국제,ATL,출발,정기,여객,2514,21,813,140467,0,5100,91713
Apr-22,DAL,DL,델타항공,국제,DTW,도착,정기,여객,2560,27,1232,39641,0,27935,107120
Apr-22,DAL,DL,델타항공,국제,DTW,출발,정기,여객,2146,12,1517,190970,0,0,105800
Apr-22,DAL,DL,델타항공,국제,SEA,도착,정기,여객,2018,18,1089,26712,0,10988,86480
Apr-22,DAL,DL,델타항공,국제,SEA,출발,정기,여객,1370,12,1464,106329,0,0,77860
Apr-22,DLH,LH,루프트한자항공,국제,FRA,도착,정기,여객,3135,16,27,95197,0,5005,59680
Apr-22,DLH,LH,루프트한자항공,국제,FRA,출발,정기,여객,3120,17,13,62717,0,666,67194
Apr-22,DLH,LH,루프트한자항공,국제,MUC,도착,정기,여객,3867,29,25,149046,0,0,72597
Apr-22,DLH,LH,루프트한자항공,국제,MUC,도착,부정기,여객,789,4,8,21706,0,0,14583
Apr-22,DLH,LH,루프트한자항공,국제,MUC,출발,정기,여객,3690,10,32,114600,0,2332,77807
Apr-22,DLH,LH,루프트한자항공,국제,MUC,출발,부정기,여객,652,3,7,26652,0,1385,13042
Apr-22,ETD,EY,에티하드 항공,국제,AUH,도착,정기,여객,5887,14,19,499107,0,19118,109113
Apr-22,ETD,EY,에티하드 항공,국제,AUH,출발,정기,여객,6098,25,134,464531,6850,0,122083
Apr-22,ETH,ET,에티오피아 항공,국제,ADD,도착,정기,여객,642,3,24,28747,0,297,18783
Apr-22,ETH,ET,에티오피아 항공,국제,ADD,출발,정기,여객,664,4,8,84146,0,0,32438
Apr-22,ETH,ET,에티오피아 항공,국제,HKG,출발,정기,화물,0,0,0,158037,0,0,0
Apr-22,ETH,ET,에티오피아 항공,국제,IAD,출발,정기,화물,0,0,0,110275,0,0,0
Apr-22,ETH,ET,에티오피아 항공,국제,OSL,도착,정기,화물,0,0,0,1308110,0,0,0
Apr-22,ETH,ET,에티오피아 항공,국제,YYZ,출발,정기,화물,0,0,0,79200,0,0,0
Apr-22,EVA,BR,에바항공,국제,TPE,도착,정기,여객,105,1,11,165442,0,4344,3292
Apr-22,EVA,BR,에바항공,국제,TPE,도착,부정기,화물,0,0,0,598106,0,25010,0
Apr-22,EVA,BR,에바항공,국제,TPE,출발,정기,여객,144,5,129,146657,0,0,8636
Apr-22,EVA,BR,에바항공,국제,TPE,출발,부정기,화물,0,0,0,590644,0,0,0
Apr-22,FDX,FX,FedEX항공,국제,ANC,도착,정기,화물,0,0,0,381549,44224,0,0
Apr-22,FDX,FX,FedEX항공,국제,ANC,출발,정기,화물,0,0,0,1097169,239512,0,0
Apr-22,FDX,FX,FedEX항공,국제,CAN,도착,정기,화물,0,0,0,1427926,372048,0,0
Apr-22,FDX,FX,FedEX항공,국제,CAN,출발,정기,화물,0,0,0,1025314,58267,0,0
Apr-22,FDX,FX,FedEX항공,국제,CRK,출발,정기,화물,0,0,0,60716,1720,0,0
Apr-22,FDX,FX,FedEX항공,국제,HKG,출발,정기,화물,0,0,0,569306,537876,0,0
Apr-22,FDX,FX,FedEX항공,국제,KIX,출발,정기,화물,0,0,0,158852,12292,0,0
Apr-22,FDX,FX,FedEX항공,국제,MEM,도착,정기,화물,0,0,0,192737,2695,0,0
Apr-22,FDX,FX,FedEX항공,국제,NRT,도착,정기,화물,0,0,0,798064,420755,0,0
Apr-22,FDX,FX,FedEX항공,국제,PEK,도착,정기,화물,0,0,0,228626,152110,0,0
Apr-22,FDX,FX,FedEX항공,국제,PEK,출발,정기,화물,0,0,0,56979,53849,0,0
Apr-22,FDX,FX,FedEX항공,국제,SZX,출발,정기,화물,0,0,0,43850,28589,0,0
Apr-22,FIN,AY,핀에어,국제,HEL,도착,정기,여객,999,5,2,348124,0,784,18179
Apr-22,FIN,AY,핀에어,국제,HEL,출발,정기,여객,924,5,3,253405,0,0,21908
Apr-22,GEC,LH,루프트한자항공,국제,FRA,도착,정기,화물,0,0,0,103244,0,2100,0
Apr-22,GEC,LH,루프트한자항공,국제,FRA,도착,부정기,화물,0,0,0,322727,0,3576,0
Apr-22,GEC,LH,루프트한자항공,국제,FRA,출발,정기,화물,0,0,0,1076439,0,5852,0
Apr-22,GEC,LH,루프트한자항공,국제,KIX,도착,정기,화물,0,0,0,32165,0,307,0
Apr-22,GEC,LH,루프트한자항공,국제,NRT,도착,정기,화물,0,0,0,16468,0,0,0
Apr-22,GIA,GA,가루다 인도네시아항공,국제,CGK,도착,정기,여객,1537,3,130,154852,0,1993,31328
Apr-22,GIA,GA,가루다 인도네시아항공,국제,CGK,출발,정기,여객,1265,9,22,168210,0,26428,31850
Apr-22,GTI,5Y,아틀라스항공,국제,AMS,도착,정기,화물,0,0,0,166965,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,ANC,도착,정기,화물,0,0,0,209700,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,ANC,출발,정기,화물,0,0,0,72050,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,CKG,출발,정기,화물,0,0,0,5048,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,CVG,도착,정기,화물,0,0,0,629184,53795,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,CVG,출발,정기,화물,0,0,0,89536,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,HKG,도착,정기,화물,0,0,0,132991,812,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,HKG,출발,정기,화물,0,0,0,2328258,342441,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,JFK,도착,정기,화물,0,0,0,60541,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,LAX,도착,정기,화물,0,0,0,914279,48730,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,LAX,출발,정기,화물,0,0,0,149568,1919,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,LEJ,도착,정기,화물,0,0,0,270897,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,LEJ,출발,정기,화물,0,0,0,27125,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,MIA,도착,정기,화물,0,0,0,680479,39921,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,MIA,출발,정기,화물,0,0,0,12562,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,MXP,도착,정기,화물,0,0,0,132294,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,ORD,도착,정기,화물,0,0,0,1295387,90713,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,PVG,출발,정기,화물,0,0,0,89947,49286,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,RFD,도착,정기,화물,0,0,0,1743,0,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,SZX,출발,정기,화물,0,0,0,620181,36635,0,0
Apr-22,GTI,5Y,아틀라스항공,국제,WUX,출발,정기,화물,0,0,0,52936,0,0,0
Apr-22,HAL,HA,하와이안 항공,국제,HNL,도착,정기,여객,2136,11,19,51377,0,819,71622
Apr-22,HAL,HA,하와이안 항공,국제,HNL,출발,정기,여객,2061,9,63,347552,0,1650,62974
Apr-22,HFM,HFM,하이플라이 몰타,국제,YEG,출발,부정기,화물,0,0,0,48720,0,0,0
Apr-22,HFM,HFM,하이플라이 몰타,국제,YYC,출발,부정기,화물,0,0,0,49866,0,0,0
Apr-22,HVN,VN,베트남항공,국제,HAN,도착,정기,여객,1025,11,33,52873,0,356,29108
Apr-22,HVN,VN,베트남항공,국제,HAN,도착,부정기,화물,0,0,0,49370,0,0,0
Apr-22,HVN,VN,베트남항공,국제,HAN,도착,부정기,여객,2069,20,258,213535,0,2350,56269
Apr-22,HVN,VN,베트남항공,국제,HAN,출발,정기,여객,1194,53,14,30930,0,0,39759
Apr-22,HVN,VN,베트남항공,국제,HAN,출발,부정기,화물,0,0,0,58057,0,0,0
Apr-22,HVN,VN,베트남항공,국제,HAN,출발,부정기,여객,3658,206,11,109900,0,0,127001
Apr-22,HVN,VN,베트남항공,국제,SGN,도착,정기,여객,1018,11,179,57915,0,2676,38687
Apr-22,HVN,VN,베트남항공,국제,SGN,도착,부정기,여객,1263,20,392,98421,0,5127,50220
Apr-22,HVN,VN,베트남항공,국제,SGN,출발,정기,여객,1318,44,4,47912,0,0,38385
Apr-22,HVN,VN,베트남항공,국제,SGN,출발,부정기,여객,2159,67,15,86136,0,0,66902
Apr-22,HYT,YG,원통화물항공,국제,HGH,도착,정기,화물,0,0,0,139046,0,1050,0
Apr-22,HYT,YG,원통화물항공,국제,HGH,출발,정기,화물,0,0,0,100027,0,0,0
Apr-22,HYT,YG,원통화물항공,국제,XIY,도착,정기,화물,0,0,0,37842,0,0,0
Apr-22,HYT,YG,원통화물항공,국제,XIY,출발,정기,화물,0,0,0,31032,0,0,0
Apr-22,ICV,C8,카고룩스 이탈리아,국제,MXP,도착,정기,화물,0,0,0,429347,0,0,0
Apr-22,ICV,C8,카고룩스 이탈리아,국제,MXP,도착,부정기,화물,0,0,0,213880,0,0,0
Apr-22,ICV,C8,카고룩스 이탈리아,국제,MXP,출발,정기,화물,0,0,0,495210,0,0,0
Apr-22,JJA,7C,제주항공,국내,CJU,도착,부정기,여객,188,0,0,0,0,0,438
Apr-22,JJA,7C,제주항공,국제,CEB,도착,부정기,여객,521,5,43,2576,0,0,8829
Apr-22,JJA,7C,제주항공,국제,CEB,출발,부정기,여객,736,7,115,293,0,0,18725
Apr-22,JJA,7C,제주항공,국제,CRK,도착,부정기,여객,663,1,3,0,0,0,7772
Apr-22,JJA,7C,제주항공,국제,CRK,출발,부정기,여객,742,5,9,0,0,0,10862
Apr-22,JJA,7C,제주항공,국제,KIX,도착,정기,여객,809,26,38,12283,0,0,13969
Apr-22,JJA,7C,제주항공,국제,KIX,출발,정기,여객,619,17,295,11453,0,3009,17589
Apr-22,JJA,7C,제주항공,국제,MNL,도착,정기,여객,621,2,23,2596,0,2596,9060
Apr-22,JJA,7C,제주항공,국제,MNL,출발,정기,여객,576,8,104,3349,0,0,14211
Apr-22,JJA,7C,제주항공,국제,NRT,출발,정기,여객,2,0,95,0,0,0,2432
Apr-22,JJA,7C,제주항공,국제,SPN,도착,정기,여객,304,0,10,0,0,0,4491
Apr-22,JJA,7C,제주항공,국제,SPN,도착,부정기,여객,316,4,8,0,0,0,5297
Apr-22,JJA,7C,제주항공,국제,SPN,출발,정기,여객,419,5,8,4974,0,0,6597
Apr-22,JJA,7C,제주항공,국제,SPN,출발,부정기,여객,255,0,11,2204,0,0,3310
Apr-22,JJA,7C,제주항공,국제,WEH,도착,정기,여객,185,0,106,1858,0,0,5972
Apr-22,JJA,7C,제주항공,국제,WEH,출발,정기,여객,91,0,0,71,0,0,1677
Apr-22,JJA,7C,제주항공,국제,YNT,도착,부정기,화물,0,0,0,25225,0,0,0
Apr-22,JJA,7C,제주항공,국제,YNT,출발,부정기,화물,0,0,0,1288,0,0,0
Apr-22,JNA,LJ,진 에어,국제,CEB,도착,부정기,여객,457,1,4,0,0,0,5305
Apr-22,JNA,LJ,진 에어,국제,CEB,출발,부정기,여객,639,4,33,0,0,0,10030
Apr-22,JNA,LJ,진 에어,국제,CRK,도착,부정기,여객,1224,1,0,0,0,0,12747
Apr-22,JNA,LJ,진 에어,국제,CRK,출발,부정기,여객,1864,6,54,225,0,0,26026
Apr-22,JNA,LJ,진 에어,국제,DAC,도착,부정기,여객,842,2,0,0,0,0,15535
Apr-22,JNA,LJ,진 에어,국제,DAC,출발,부정기,여객,340,2,0,0,0,0,17538
Apr-22,JNA,LJ,진 에어,국제,FUK,도착,정기,여객,261,6,1,0,0,0,3641
Apr-22,JNA,LJ,진 에어,국제,FUK,도착,부정기,여객,227,6,2,0,0,0,3107
Apr-22,JNA,LJ,진 에어,국제,FUK,출발,정기,여객,364,8,17,0,0,0,7114
Apr-22,JNA,LJ,진 에어,국제,FUK,출발,부정기,여객,342,12,4,0,0,0,6454
Apr-22,JNA,LJ,진 에어,국제,GUM,도착,정기,여객,714,4,9,0,0,0,11192
Apr-22,JNA,LJ,진 에어,국제,GUM,도착,부정기,여객,820,19,5,0,0,0,12450
Apr-22,JNA,LJ,진 에어,국제,GUM,출발,정기,여객,640,10,8,0,0,0,9254
Apr-22,JNA,LJ,진 에어,국제,GUM,출발,부정기,여객,1015,14,0,0,0,0,13339
Apr-22,JNA,LJ,진 에어,국제,KIX,도착,정기,여객,252,4,0,2706,0,0,3293
Apr-22,JNA,LJ,진 에어,국제,KIX,도착,부정기,여객,244,4,0,6218,0,0,3365
Apr-22,JNA,LJ,진 에어,국제,KIX,출발,정기,여객,225,5,2,0,0,0,3924
Apr-22,JNA,LJ,진 에어,국제,KIX,출발,부정기,여객,531,9,12,0,0,0,10210
Apr-22,JNA,LJ,진 에어,국제,NRT,도착,정기,여객,414,6,1,0,0,0,5527
Apr-22,JNA,LJ,진 에어,국제,NRT,도착,부정기,여객,202,4,0,0,0,0,2354
Apr-22,JNA,LJ,진 에어,국제,NRT,출발,정기,여객,233,3,140,0,0,0,7066
Apr-22,JNA,LJ,진 에어,국제,NRT,출발,부정기,여객,102,5,2,0,0,0,1803
Apr-22,KAL,KE,대한항공,국제,AKL,도착,정기,여객,482,6,20,41191,0,0,11768
Apr-22,KAL,KE,대한항공,국제,AKL,도착,부정기,화물,0,0,0,23821,3375,0,0
Apr-22,KAL,KE,대한항공,국제,AKL,출발,정기,여객,490,11,17,58485,28865,17859,16888
Apr-22,KAL,KE,대한항공,국제,AKL,출발,부정기,화물,0,0,0,69438,46,0,0
Apr-22,KAL,KE,대한항공,국제,AMS,도착,정기,여객,795,10,22,71569,2755,0,16234
Apr-22,KAL,KE,대한항공,국제,AMS,도착,부정기,화물,0,0,0,855211,146664,0,0
Apr-22,KAL,KE,대한항공,국제,AMS,출발,정기,여객,889,3,26,65905,59865,0,20870
Apr-22,KAL,KE,대한항공,국제,AMS,출발,부정기,화물,0,0,0,753723,616045,0,0
Apr-22,KAL,KE,대한항공,국제,ANC,도착,정기,화물,0,0,0,5412,0,0,0
Apr-22,KAL,KE,대한항공,국제,ANC,도착,부정기,화물,0,0,0,19543,16356,0,0
Apr-22,KAL,KE,대한항공,국제,ANC,출발,정기,화물,0,0,0,99295,93969,0,0
Apr-22,KAL,KE,대한항공,국제,ARN,도착,정기,화물,0,0,0,302576,140900,0,0
Apr-22,KAL,KE,대한항공,국제,ARN,출발,정기,화물,0,0,0,24,0,0,0
Apr-22,KAL,KE,대한항공,국제,ATL,도착,정기,화물,0,0,0,200095,29277,0,0
Apr-22,KAL,KE,대한항공,국제,ATL,도착,정기,여객,3476,31,2084,129815,22505,0,164969
Apr-22,KAL,KE,대한항공,국제,ATL,도착,부정기,화물,0,0,0,363953,53710,0,0
Apr-22,KAL,KE,대한항공,국제,ATL,출발,정기,화물,0,0,0,1102704,616453,0,0
Apr-22,KAL,KE,대한항공,국제,ATL,출발,정기,여객,2954,22,2462,322425,301339,0,163990
Apr-22,KAL,KE,대한항공,국제,ATL,출발,부정기,화물,0,0,0,492706,43973,0,0
Apr-22,KAL,KE,대한항공,국제,BKK,도착,정기,화물,0,0,0,1558200,802479,31,0
Apr-22,KAL,KE,대한항공,국제,BKK,도착,정기,여객,3105,21,3140,493416,233540,1750,134544
Apr-22,KAL,KE,대한항공,국제,BKK,도착,부정기,화물,0,0,0,1483883,259627,3275,0
Apr-22,KAL,KE,대한항공,국제,BKK,출발,정기,화물,0,0,0,510846,402937,2603,0
Apr-22,KAL,KE,대한항공,국제,BKK,출발,정기,여객,3157,29,3060,288493,55211,19677,140902
Apr-22,KAL,KE,대한항공,국제,BKK,출발,부정기,화물,0,0,0,550085,270999,84866,0
Apr-22,KAL,KE,대한항공,국제,BOS,도착,정기,여객,943,16,884,71964,56681,0,57529
Apr-22,KAL,KE,대한항공,국제,BOS,출발,정기,여객,822,6,863,105339,63555,16528,56628
Apr-22,KAL,KE,대한항공,국제,BUD,출발,정기,화물,0,0,0,165612,162765,1585,0
Apr-22,KAL,KE,대한항공,국제,CAN,도착,정기,화물,0,0,0,2756399,2173040,56484,0
Apr-22,KAL,KE,대한항공,국제,CAN,도착,정기,여객,266,1,1172,41090,39414,1676,37446
Apr-22,KAL,KE,대한항공,국제,CAN,도착,부정기,화물,0,0,0,1026519,828676,46904,0
Apr-22,KAL,KE,대한항공,국제,CAN,출발,정기,화물,0,0,0,1444480,780450,33965,0
Apr-22,KAL,KE,대한항공,국제,CAN,출발,정기,여객,251,1,1,12584,5238,3763,7229
Apr-22,KAL,KE,대한항공,국제,CAN,출발,부정기,화물,0,0,0,299863,153207,60795,0
Apr-22,KAL,KE,대한항공,국제,CDG,도착,정기,화물,0,0,0,328483,56223,927,0
Apr-22,KAL,KE,대한항공,국제,CDG,도착,정기,여객,2409,13,84,230058,3527,3420,57526
Apr-22,KAL,KE,대한항공,국제,CDG,출발,정기,여객,2537,10,72,246997,213552,26358,55219
Apr-22,KAL,KE,대한항공,국제,CEB,도착,부정기,화물,0,0,0,73337,60823,0,0
Apr-22,KAL,KE,대한항공,국제,CEB,출발,부정기,화물,0,0,0,62083,32936,0,0
Apr-22,KAL,KE,대한항공,국제,CGK,도착,정기,여객,2520,7,268,217663,110273,0,56634
Apr-22,KAL,KE,대한항공,국제,CGK,도착,부정기,화물,0,0,0,443104,288639,0,0
Apr-22,KAL,KE,대한항공,국제,CGK,출발,정기,화물,0,0,0,412755,205933,7016,0
Apr-22,KAL,KE,대한항공,국제,CGK,출발,정기,여객,2481,21,59,152171,50587,16283,65064
Apr-22,KAL,KE,대한항공,국제,CGK,출발,부정기,화물,0,0,0,249700,89780,29072,0
Apr-22,KAL,KE,대한항공,국제,CGO,도착,부정기,화물,0,0,0,247350,211995,8604,0
Apr-22,KAL,KE,대한항공,국제,CGO,출발,부정기,화물,0,0,0,61017,17991,0,0
Apr-22,KAL,KE,대한항공,국제,DFW,도착,정기,화물,0,0,0,807447,421095,0,0
Apr-22,KAL,KE,대한항공,국제,DFW,도착,정기,여객,753,14,757,82320,70634,0,53080
Apr-22,KAL,KE,대한항공,국제,DFW,도착,부정기,화물,0,0,0,561060,185209,0,0
Apr-22,KAL,KE,대한항공,국제,DFW,출발,정기,화물,0,0,0,1202146,825166,0,0
Apr-22,KAL,KE,대한항공,국제,DFW,출발,정기,여객,957,8,819,139043,131493,0,60625
Apr-22,KAL,KE,대한항공,국제,DFW,출발,부정기,화물,0,0,0,568701,540000,0,0
Apr-22,KAL,KE,대한항공,국제,DLC,도착,부정기,화물,0,0,0,650081,212939,0,0
Apr-22,KAL,KE,대한항공,국제,DLC,출발,부정기,화물,0,0,0,400233,195088,0,0
Apr-22,KAL,KE,대한항공,국제,FRA,도착,정기,화물,0,0,0,1421163,314916,0,0
Apr-22,KAL,KE,대한항공,국제,FRA,도착,정기,여객,1056,9,9,156697,52982,0,23751
Apr-22,KAL,KE,대한항공,국제,FRA,도착,부정기,화물,0,0,0,1760782,259355,0,0
Apr-22,KAL,KE,대한항공,국제,FRA,출발,정기,화물,0,0,0,1299837,597676,5211,0
Apr-22,KAL,KE,대한항공,국제,FRA,출발,정기,여객,1039,4,12,107783,21584,12817,25602
Apr-22,KAL,KE,대한항공,국제,FRA,출발,부정기,화물,0,0,0,2275608,538538,6076,0
Apr-22,KAL,KE,대한항공,국제,GDL,도착,정기,화물,0,0,0,674828,374742,0,0
Apr-22,KAL,KE,대한항공,국제,GDL,출발,정기,화물,0,0,0,226917,156567,4229,0
Apr-22,KAL,KE,대한항공,국제,GUM,도착,정기,여객,722,12,60,3169,0,0,13466
Apr-22,KAL,KE,대한항공,국제,GUM,도착,부정기,화물,0,0,0,11012,955,0,0
Apr-22,KAL,KE,대한항공,국제,GUM,도착,부정기,여객,680,20,32,39,0,0,11581
Apr-22,KAL,KE,대한항공,국제,GUM,출발,정기,여객,663,20,50,29013,6056,0,10926
Apr-22,KAL,KE,대한항공,국제,GUM,출발,부정기,화물,0,0,0,98047,31326,0,0
Apr-22,KAL,KE,대한항공,국제,GUM,출발,부정기,여객,817,20,27,35065,10276,0,13223
Apr-22,KAL,KE,대한항공,국제,HAN,도착,정기,화물,0,0,0,2921764,1181092,0,0
Apr-22,KAL,KE,대한항공,국제,HAN,도착,정기,여객,2088,11,718,176308,110743,0,62052
Apr-22,KAL,KE,대한항공,국제,HAN,도착,부정기,화물,0,0,0,886940,655364,0,0
Apr-22,KAL,KE,대한항공,국제,HAN,출발,정기,화물,0,0,0,2895200,456218,0,0
Apr-22,KAL,KE,대한항공,국제,HAN,출발,정기,여객,1895,19,566,133457,109794,6512,52427
Apr-22,KAL,KE,대한항공,국제,HAN,출발,부정기,화물,0,0,0,1487199,833204,3948,0
Apr-22,KAL,KE,대한항공,국제,HKG,도착,정기,화물,0,0,0,2963846,2571092,20429,0
Apr-22,KAL,KE,대한항공,국제,HKG,도착,정기,여객,700,9,1628,178959,150697,13633,75957
Apr-22,KAL,KE,대한항공,국제,HKG,도착,부정기,화물,0,0,0,2054979,1518390,44276,0
Apr-22,KAL,KE,대한항공,국제,HKG,출발,정기,화물,0,0,0,1916036,570027,9010,0
Apr-22,KAL,KE,대한항공,국제,HKG,출발,정기,여객,742,8,482,113095,10817,0,31630
Apr-22,KAL,KE,대한항공,국제,HKG,출발,부정기,화물,0,0,0,1132506,365933,8343,0
Apr-22,KAL,KE,대한항공,국제,HNL,도착,정기,여객,1574,12,63,63299,41465,0,41851
Apr-22,KAL,KE,대한항공,국제,HNL,도착,부정기,여객,613,4,11,1921,0,0,15265
Apr-22,KAL,KE,대한항공,국제,HNL,출발,정기,여객,1798,12,96,115530,114248,0,37251
Apr-22,KAL,KE,대한항공,국제,HNL,출발,부정기,여객,603,4,119,54218,53658,0,16383
Apr-22,KAL,KE,대한항공,국제,HPH,출발,부정기,여객,175,0,0,0,0,0,4505
Apr-22,KAL,KE,대한항공,국제,IAD,도착,정기,여객,1782,28,525,186316,131822,0,71159
Apr-22,KAL,KE,대한항공,국제,IAD,출발,정기,여객,1537,19,774,143005,116326,12574,75690
Apr-22,KAL,KE,대한항공,국제,IAD,출발,부정기,화물,0,0,0,342768,0,0,0
Apr-22,KAL,KE,대한항공,국제,IST,출발,부정기,여객,216,0,0,1972,0,0,3256
Apr-22,KAL,KE,대한항공,국제,JFK,도착,정기,화물,0,0,0,1659742,464923,0,0
Apr-22,KAL,KE,대한항공,국제,JFK,도착,정기,여객,4657,41,1397,239801,134475,0,168435
Apr-22,KAL,KE,대한항공,국제,JFK,도착,부정기,화물,0,0,0,405502,105007,0,0
Apr-22,KAL,KE,대한항공,국제,JFK,출발,정기,화물,0,0,0,1449696,1117760,30838,0
Apr-22,KAL,KE,대한항공,국제,JFK,출발,정기,여객,4139,33,1423,479085,321333,78077,164656
Apr-22,KAL,KE,대한항공,국제,JFK,출발,부정기,화물,0,0,0,410699,394278,2276,0
Apr-22,KAL,KE,대한항공,국제,KIX,도착,정기,화물,0,0,0,2084962,1196060,11269,0
Apr-22,KAL,KE,대한항공,국제,KIX,도착,정기,여객,307,8,47,49461,18406,0,7705
Apr-22,KAL,KE,대한항공,국제,KIX,도착,부정기,화물,0,0,0,45429,45429,0,0
Apr-22,KAL,KE,대한항공,국제,KIX,도착,부정기,여객,37,0,7,1058,1058,0,742
Apr-22,KAL,KE,대한항공,국제,KIX,출발,정기,화물,0,0,0,1935897,1327937,135026,0
Apr-22,KAL,KE,대한항공,국제,KIX,출발,정기,여객,335,5,171,40575,18817,19418,12782
Apr-22,KAL,KE,대한항공,국제,KIX,출발,부정기,여객,142,2,327,16,0,16,11351
Apr-22,KAL,KE,대한항공,국제,KKJ,도착,정기,화물,0,0,0,921757,672237,15174,0
Apr-22,KAL,KE,대한항공,국제,KKJ,도착,부정기,화물,0,0,0,7900,7900,0,0
Apr-22,KAL,KE,대한항공,국제,KKJ,출발,정기,화물,0,0,0,438688,257145,38861,0
Apr-22,KAL,KE,대한항공,국제,KTM,도착,부정기,여객,1021,2,0,2009,0,0,21235
Apr-22,KAL,KE,대한항공,국제,KTM,출발,부정기,여객,535,5,0,1445,0,0,27294
Apr-22,KAL,KE,대한항공,국제,KUL,도착,정기,화물,0,0,0,685185,481060,0,0
Apr-22,KAL,KE,대한항공,국제,KUL,도착,정기,여객,2055,10,159,158063,119614,1506,41617
Apr-22,KAL,KE,대한항공,국제,KUL,도착,부정기,화물,0,0,0,248720,218845,250,0
Apr-22,KAL,KE,대한항공,국제,KUL,출발,정기,화물,0,0,0,343666,221498,8,0
Apr-22,KAL,KE,대한항공,국제,KUL,출발,정기,여객,2280,10,179,113332,30260,3558,54606
Apr-22,KAL,KE,대한항공,국제,KUL,출발,부정기,화물,0,0,0,189148,74415,5895,0
Apr-22,KAL,KE,대한항공,국제,LAX,도착,정기,화물,0,0,0,1564726,584543,0,0
Apr-22,KAL,KE,대한항공,국제,LAX,도착,정기,여객,8188,45,3184,304937,39368,14611,338955
Apr-22,KAL,KE,대한항공,국제,LAX,도착,부정기,화물,0,0,0,295317,62552,14497,0
Apr-22,KAL,KE,대한항공,국제,LAX,출발,정기,화물,0,0,0,3731716,3013319,6391,0
Apr-22,KAL,KE,대한항공,국제,LAX,출발,정기,여객,7015,39,2525,779410,589039,84678,268908
Apr-22,KAL,KE,대한항공,국제,LAX,출발,부정기,화물,0,0,0,2554261,589822,168,0
Apr-22,KAL,KE,대한항공,국제,LCK,도착,부정기,화물,0,0,0,182276,1307,0,0
Apr-22,KAL,KE,대한항공,국제,LCK,출발,부정기,화물,0,0,0,971351,971351,0,0
Apr-22,KAL,KE,대한항공,국제,LHR,도착,정기,화물,0,0,0,332336,137279,360,0
Apr-22,KAL,KE,대한항공,국제,LHR,도착,정기,여객,1956,14,204,305372,178526,9857,47850
