년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
Feb-24,HGB,HB,그레이터베이항공,국제,HKG,출발,부정기,여객,503,1,0,0,0,0,4420
Feb-24,HKE,UO,홍콩익스프레스,국제,HKG,도착,정기,여객,13350,17,0,12946,0,39,103712
Feb-24,HKE,UO,홍콩익스프레스,국제,HKG,출발,정기,여객,13457,20,6,8031,0,0,136154
Feb-24,HLF,I9,중국센트럴항공,국제,WEH,도착,부정기,화물,0,0,0,108857,0,0,0
Feb-24,HLF,I9,중국센트럴항공,국제,WEH,출발,부정기,화물,0,0,0,27809,0,0,0
Feb-24,HLF,I9,중국센트럴항공,국제,WUX,도착,부정기,화물,0,0,0,94919,0,0,0
Feb-24,HLF,I9,중국센트럴항공,국제,WUX,출발,부정기,화물,0,0,0,20355,0,0,0
Feb-24,HLF,I9,중국센트럴항공,국제,YNT,도착,부정기,화물,0,0,0,91971,0,0,0
Feb-24,HLF,I9,중국센트럴항공,국제,YNT,출발,부정기,화물,0,0,0,64197,0,0,0
Feb-24,HVN,VN,베트남항공,국제,CXR,도착,정기,여객,5223,43,28,0,0,0,74987
Feb-24,HVN,VN,베트남항공,국제,CXR,출발,정기,여객,5127,47,33,0,0,0,59157
Feb-24,HVN,VN,베트남항공,국제,DAD,도착,정기,여객,4353,21,139,8679,0,30,74307
Feb-24,HVN,VN,베트남항공,국제,DAD,출발,정기,여객,4643,24,105,1159,0,0,65876
Feb-24,HVN,VN,베트남항공,국제,HAN,도착,정기,여객,15597,139,305,500464,0,129,366345
Feb-24,HVN,VN,베트남항공,국제,HAN,출발,정기,여객,15807,209,284,375015,0,0,341551
Feb-24,HVN,VN,베트남항공,국제,SGN,도착,정기,여객,13755,157,943,359016,0,578,329303
Feb-24,HVN,VN,베트남항공,국제,SGN,출발,정기,여객,12976,136,906,243875,0,0,281754
Feb-24,HYT,YG,원통화물항공,국제,NGB,도착,정기,화물,0,0,0,303229,0,342,0
Feb-24,HYT,YG,원통화물항공,국제,NGB,출발,정기,화물,0,0,0,94439,0,0,0
Feb-24,HYT,YG,원통화물항공,국제,WNZ,도착,부정기,화물,0,0,0,470783,0,0,0
Feb-24,HYT,YG,원통화물항공,국제,WNZ,출발,부정기,화물,0,0,0,105060,0,0,0
Feb-24,ICV,C8,카고룩스 이탈리아,국제,CGO,출발,정기,화물,0,0,0,22875,0,0,0
Feb-24,ICV,C8,카고룩스 이탈리아,국제,MXP,도착,정기,화물,0,0,0,458249,0,0,0
Feb-24,ICV,C8,카고룩스 이탈리아,국제,MXP,출발,정기,화물,0,0,0,276593,0,0,0
Feb-24,ICV,C8,카고룩스 이탈리아,국제,TPE,출발,정기,화물,0,0,0,51811,0,0,0
Feb-24,JAL,JL,일본항공,국제,NGO,도착,정기,화물,0,0,0,120294,0,0,0
Feb-24,JAL,JL,일본항공,국제,NRT,출발,정기,화물,0,0,0,190549,0,0,0
Feb-24,JJA,7C,제주항공,국내,CJU,도착,부정기,여객,602,2,0,0,0,0,3028
Feb-24,JJA,7C,제주항공,국제,BKI,도착,정기,여객,5006,7,143,0,0,0,58277
Feb-24,JJA,7C,제주항공,국제,BKI,출발,정기,여객,4729,9,68,0,0,0,49004
Feb-24,JJA,7C,제주항공,국제,BKK,도착,정기,여객,10275,24,195,19716,0,0,127636
Feb-24,JJA,7C,제주항공,국제,BKK,출발,정기,여객,10343,27,165,1431,0,0,119997
Feb-24,JJA,7C,제주항공,국제,CEB,도착,정기,여객,8152,33,294,1,0,0,100746
Feb-24,JJA,7C,제주항공,국제,CEB,출발,정기,여객,8125,56,203,28,28,0,88440
Feb-24,JJA,7C,제주항공,국제,CNX,도착,정기,여객,4741,5,56,0,0,0,59138
Feb-24,JJA,7C,제주항공,국제,CNX,출발,정기,여객,4569,11,43,0,0,0,47569
Feb-24,JJA,7C,제주항공,국제,CRK,도착,정기,여객,4369,12,395,5808,0,0,62687
Feb-24,JJA,7C,제주항공,국제,CRK,출발,정기,여객,3841,6,188,337,259,0,57439
Feb-24,JJA,7C,제주항공,국제,CTS,도착,정기,여객,10408,15,98,0,0,0,131207
Feb-24,JJA,7C,제주항공,국제,CTS,출발,정기,여객,9780,14,46,0,0,0,96424
Feb-24,JJA,7C,제주항공,국제,CXR,도착,정기,여객,4777,27,60,0,0,0,57332
Feb-24,JJA,7C,제주항공,국제,CXR,출발,정기,여객,4953,25,10,0,0,0,44961
Feb-24,JJA,7C,제주항공,국제,DAD,도착,정기,여객,9882,42,39,46582,0,0,110266
Feb-24,JJA,7C,제주항공,국제,DAD,도착,부정기,여객,1530,8,13,2918,0,0,16524
Feb-24,JJA,7C,제주항공,국제,DAD,출발,정기,여객,10215,43,107,8561,0,0,86809
Feb-24,JJA,7C,제주항공,국제,DAD,출발,부정기,여객,1754,7,20,0,0,0,14501
Feb-24,JJA,7C,제주항공,국제,DLI,도착,정기,여객,4388,4,3,0,0,0,48002
Feb-24,JJA,7C,제주항공,국제,DLI,출발,정기,여객,4512,4,3,0,0,0,40631
Feb-24,JJA,7C,제주항공,국제,FSZ,도착,정기,여객,4934,17,8,0,0,0,49450
Feb-24,JJA,7C,제주항공,국제,FSZ,출발,정기,여객,4471,14,3,0,0,0,41654
Feb-24,JJA,7C,제주항공,국제,FUK,도착,정기,여객,23300,81,206,0,0,0,241001
Feb-24,JJA,7C,제주항공,국제,FUK,출발,정기,여객,23050,86,121,0,0,0,181467
Feb-24,JJA,7C,제주항공,국제,GUM,도착,정기,여객,9726,87,120,0,0,0,115496
Feb-24,JJA,7C,제주항공,국제,GUM,출발,정기,여객,9627,81,71,9066,290,0,97616
Feb-24,JJA,7C,제주항공,국제,HAN,도착,정기,화물,0,0,0,483149,4748,0,0
Feb-24,JJA,7C,제주항공,국제,HAN,도착,정기,여객,5011,14,91,15015,0,0,68932
Feb-24,JJA,7C,제주항공,국제,HAN,출발,정기,화물,0,0,0,423171,1857,0,0
Feb-24,JJA,7C,제주항공,국제,HAN,출발,정기,여객,5047,9,138,5009,248,1302,60176
Feb-24,JJA,7C,제주항공,국제,HIJ,도착,정기,여객,9542,33,95,0,0,0,92232
Feb-24,JJA,7C,제주항공,국제,HIJ,출발,정기,여객,8981,40,139,0,0,0,75477
Feb-24,JJA,7C,제주항공,국제,HKG,도착,정기,여객,9338,14,56,25271,0,0,88037
Feb-24,JJA,7C,제주항공,국제,HKG,출발,정기,여객,9129,12,154,28442,0,0,82714
Feb-24,JJA,7C,제주항공,국제,HRB,도착,정기,여객,1702,3,54,0,0,0,26500
Feb-24,JJA,7C,제주항공,국제,HRB,출발,정기,여객,1510,5,36,0,0,0,21213
Feb-24,JJA,7C,제주항공,국제,JMU,도착,정기,여객,986,1,0,0,0,0,16627
Feb-24,JJA,7C,제주항공,국제,JMU,출발,정기,여객,946,2,0,0,0,0,14530
Feb-24,JJA,7C,제주항공,국제,KIX,도착,정기,여객,21139,25,208,74116,0,0,228254
Feb-24,JJA,7C,제주항공,국제,KIX,출발,정기,여객,20854,21,157,11318,0,10339,180640
Feb-24,JJA,7C,제주항공,국제,MFM,도착,정기,여객,4785,24,7,0,0,0,44985
Feb-24,JJA,7C,제주항공,국제,MFM,출발,정기,여객,4793,22,11,0,0,0,41229
Feb-24,JJA,7C,제주항공,국제,MNL,도착,정기,여객,4579,9,449,991,0,929,65290
Feb-24,JJA,7C,제주항공,국제,MNL,출발,정기,여객,4298,13,306,25301,0,2913,61324
Feb-24,JJA,7C,제주항공,국제,MYJ,도착,정기,여객,5064,21,35,0,0,0,50800
Feb-24,JJA,7C,제주항공,국제,MYJ,출발,정기,여객,4938,20,27,0,0,0,38678
Feb-24,JJA,7C,제주항공,국제,NGO,도착,정기,여객,10291,28,77,5249,0,0,111790
Feb-24,JJA,7C,제주항공,국제,NGO,출발,정기,여객,9685,21,114,12645,5969,2068,100123
Feb-24,JJA,7C,제주항공,국제,NRT,도착,정기,화물,0,0,0,89954,0,0,0
Feb-24,JJA,7C,제주항공,국제,NRT,도착,정기,여객,23497,39,225,3652,0,0,266511
Feb-24,JJA,7C,제주항공,국제,NRT,출발,정기,화물,0,0,0,99101,0,7387,0
Feb-24,JJA,7C,제주항공,국제,NRT,출발,정기,여객,22755,44,425,19676,365,16425,229095
Feb-24,JJA,7C,제주항공,국제,OIT,도착,정기,여객,3674,16,1,0,0,0,46591
Feb-24,JJA,7C,제주항공,국제,OIT,출발,정기,여객,3676,16,1,0,0,0,35563
Feb-24,JJA,7C,제주항공,국제,OKA,도착,정기,여객,4723,70,21,0,0,0,49901
Feb-24,JJA,7C,제주항공,국제,OKA,출발,정기,여객,4573,58,22,0,0,0,41433
Feb-24,JJA,7C,제주항공,국제,PQC,도착,정기,여객,4664,38,280,0,0,0,58258
Feb-24,JJA,7C,제주항공,국제,PQC,출발,정기,여객,5003,45,85,0,0,0,48455
Feb-24,JJA,7C,제주항공,국제,SGN,도착,정기,여객,4757,16,207,26985,0,0,68192
Feb-24,JJA,7C,제주항공,국제,SGN,출발,정기,여객,4663,16,314,5918,0,3000,64514
Feb-24,JJA,7C,제주항공,국제,SPN,도착,정기,여객,9431,53,351,0,0,0,118855
Feb-24,JJA,7C,제주항공,국제,SPN,도착,부정기,여객,1502,14,28,0,0,0,16835
Feb-24,JJA,7C,제주항공,국제,SPN,출발,정기,여객,9100,52,261,13269,165,0,98079
Feb-24,JJA,7C,제주항공,국제,SPN,출발,부정기,여객,1479,14,21,0,0,0,14355
Feb-24,JJA,7C,제주항공,국제,TAG,도착,정기,여객,10572,44,65,0,0,0,119740
Feb-24,JJA,7C,제주항공,국제,TAG,출발,정기,여객,10355,40,27,0,0,0,107669
Feb-24,JJA,7C,제주항공,국제,TAO,도착,정기,여객,4205,5,357,33318,0,14842,57078
Feb-24,JJA,7C,제주항공,국제,TAO,출발,정기,여객,4031,1,260,13553,417,0,41509
Feb-24,JJA,7C,제주항공,국제,TPE,도착,정기,여객,5011,10,22,4193,0,2389,54446
Feb-24,JJA,7C,제주항공,국제,TPE,출발,정기,여객,5284,8,21,18484,0,0,51004
Feb-24,JJA,7C,제주항공,국제,UBN,도착,정기,여객,1984,22,86,0,0,0,31830
Feb-24,JJA,7C,제주항공,국제,UBN,출발,정기,여객,1881,22,265,1961,0,168,34691
Feb-24,JJA,7C,제주항공,국제,VTE,도착,정기,여객,4843,5,110,8086,0,7773,53922
Feb-24,JJA,7C,제주항공,국제,VTE,출발,정기,여객,4693,5,64,1478,0,504,48941
Feb-24,JJA,7C,제주항공,국제,WEH,도착,정기,여객,3770,5,254,25490,0,0,61377
Feb-24,JJA,7C,제주항공,국제,WEH,출발,정기,여객,3742,9,206,9899,39,0,49827
Feb-24,JJA,7C,제주항공,국제,YNJ,도착,정기,여객,3117,6,20,6579,0,6579,49694
Feb-24,JJA,7C,제주항공,국제,YNJ,출발,정기,여객,3681,5,80,0,0,0,50458
Feb-24,JJA,7C,제주항공,국제,YNT,도착,정기,화물,0,0,0,362401,1133,0,0
Feb-24,JJA,7C,제주항공,국제,YNT,도착,정기,여객,3568,7,273,22910,0,0,58614
Feb-24,JJA,7C,제주항공,국제,YNT,도착,부정기,화물,0,0,0,12596,0,0,0
Feb-24,JJA,7C,제주항공,국제,YNT,출발,정기,화물,0,0,0,253242,690,0,0
Feb-24,JJA,7C,제주항공,국제,YNT,출발,정기,여객,3435,5,272,4450,800,0,42009
Feb-24,JNA,LJ,진 에어,국내,CJU,도착,부정기,여객,161,1,0,0,0,0,707
Feb-24,JNA,LJ,진 에어,국제,BKI,도착,정기,여객,5073,13,70,3,0,0,61505
Feb-24,JNA,LJ,진 에어,국제,BKI,출발,정기,여객,4909,11,37,3405,0,35,51903
Feb-24,JNA,LJ,진 에어,국제,BKK,도착,정기,여객,10734,9,22,407154,0,0,134344
Feb-24,JNA,LJ,진 에어,국제,BKK,출발,정기,여객,10435,22,157,245846,0,5379,112480
Feb-24,JNA,LJ,진 에어,국제,CEB,도착,정기,여객,5213,29,47,0,0,0,59264
Feb-24,JNA,LJ,진 에어,국제,CEB,출발,정기,여객,5061,33,115,5553,0,7,51889
Feb-24,JNA,LJ,진 에어,국제,CNX,도착,정기,여객,4992,7,29,0,0,0,60019
Feb-24,JNA,LJ,진 에어,국제,CNX,출발,정기,여객,4904,9,17,0,0,0,48270
Feb-24,JNA,LJ,진 에어,국제,CRK,도착,정기,여객,4965,10,180,1794,0,0,64680
Feb-24,JNA,LJ,진 에어,국제,CRK,출발,정기,여객,4630,12,203,4958,0,20,61493
Feb-24,JNA,LJ,진 에어,국제,CTS,도착,정기,여객,13832,13,16,0,0,0,173877
Feb-24,JNA,LJ,진 에어,국제,CTS,출발,정기,여객,13613,11,10,2,0,2,132614
Feb-24,JNA,LJ,진 에어,국제,CXR,도착,정기,여객,10045,77,13,0,0,0,120324
Feb-24,JNA,LJ,진 에어,국제,CXR,출발,정기,여객,9902,65,101,0,0,0,96520
Feb-24,JNA,LJ,진 에어,국제,DAC,도착,부정기,여객,711,15,0,0,0,0,20013
Feb-24,JNA,LJ,진 에어,국제,DAC,출발,부정기,여객,409,4,0,0,0,0,18817
Feb-24,JNA,LJ,진 에어,국제,DAD,도착,정기,여객,10375,26,43,108231,0,0,118012
Feb-24,JNA,LJ,진 에어,국제,DAD,출발,정기,여객,10462,34,167,4564,0,0,93569
Feb-24,JNA,LJ,진 에어,국제,FUK,도착,정기,여객,16061,54,36,0,0,0,165126
Feb-24,JNA,LJ,진 에어,국제,FUK,출발,정기,여객,15971,65,32,0,0,0,129582
Feb-24,JNA,LJ,진 에어,국제,GUM,도착,정기,여객,5052,62,5,0,0,0,60523
Feb-24,JNA,LJ,진 에어,국제,GUM,도착,부정기,여객,4810,77,5,0,0,0,55335
Feb-24,JNA,LJ,진 에어,국제,GUM,출발,정기,여객,4897,81,9,0,0,0,50921
Feb-24,JNA,LJ,진 에어,국제,GUM,출발,부정기,여객,4565,62,1,0,0,0,45266
Feb-24,JNA,LJ,진 에어,국제,HKT,도착,정기,여객,5190,19,39,0,0,0,61480
Feb-24,JNA,LJ,진 에어,국제,HKT,출발,정기,여객,4775,24,87,15,0,15,47542
Feb-24,JNA,LJ,진 에어,국제,KIX,도착,정기,여객,29431,46,14,66516,0,0,289431
Feb-24,JNA,LJ,진 에어,국제,KIX,도착,부정기,여객,346,0,0,0,0,0,4058
Feb-24,JNA,LJ,진 에어,국제,KIX,출발,정기,여객,29373,47,49,105009,0,4397,227926
Feb-24,JNA,LJ,진 에어,국제,KIX,출발,부정기,여객,376,0,0,0,0,0,2838
Feb-24,JNA,LJ,진 에어,국제,KKJ,도착,정기,여객,4644,9,0,0,0,0,50166
Feb-24,JNA,LJ,진 에어,국제,KKJ,출발,정기,여객,4771,10,2,0,0,0,42296
Feb-24,JNA,LJ,진 에어,국제,MFM,도착,정기,여객,4516,10,76,29100,0,0,43813
Feb-24,JNA,LJ,진 에어,국제,MFM,출발,정기,여객,4639,20,90,115,0,0,48147
Feb-24,JNA,LJ,진 에어,국제,NGO,도착,정기,여객,10230,22,10,0,0,0,103018
Feb-24,JNA,LJ,진 에어,국제,NGO,출발,정기,여객,10003,20,36,40,0,40,95233
Feb-24,JNA,LJ,진 에어,국제,NRT,도착,정기,여객,30318,29,30,144348,0,0,321179
Feb-24,JNA,LJ,진 에어,국제,NRT,도착,부정기,여객,158,0,0,0,0,0,1707
Feb-24,JNA,LJ,진 에어,국제,NRT,출발,정기,여객,29878,30,77,139410,0,10198,266983
Feb-24,JNA,LJ,진 에어,국제,NRT,출발,부정기,여객,184,0,0,0,0,0,1980
Feb-24,JNA,LJ,진 에어,국제,OKA,도착,정기,여객,5213,105,33,0,0,0,57859
Feb-24,JNA,LJ,진 에어,국제,OKA,출발,정기,여객,5131,103,19,0,0,0,45422
Feb-24,JNA,LJ,진 에어,국제,PQC,도착,정기,여객,10134,88,7,0,0,0,118954
Feb-24,JNA,LJ,진 에어,국제,PQC,출발,정기,여객,10310,97,8,0,0,0,99296
Feb-24,JNA,LJ,진 에어,국제,TPE,도착,정기,여객,10820,20,5,113413,0,0,118109
Feb-24,JNA,LJ,진 에어,국제,TPE,출발,정기,여객,11009,19,11,124704,0,0,96578
Feb-24,JNA,LJ,진 에어,국제,VTE,도착,정기,여객,4774,10,161,0,0,0,59893
Feb-24,JNA,LJ,진 에어,국제,VTE,출발,정기,여객,4431,6,219,0,0,0,51471
Feb-24,JST,JQ,젯스타,국제,BNE,도착,정기,여객,4000,13,2,0,0,0,59122
Feb-24,JST,JQ,젯스타,국제,BNE,출발,정기,여객,3993,9,64,36456,0,349,61521
Feb-24,JST,JQ,젯스타,국제,SYD,도착,정기,여객,4815,5,0,9156,0,2988,66526
Feb-24,JST,JQ,젯스타,국제,SYD,출발,정기,여객,4864,3,23,51729,0,4963,64185
Feb-24,KAL,KE,대한항공,국내,CJU,도착,부정기,여객,439,3,0,0,0,0,2769
Feb-24,KAL,KE,대한항공,국내,PUS,도착,정기,여객,14963,65,0,0,0,0,295736
Feb-24,KAL,KE,대한항공,국내,PUS,출발,정기,여객,15157,63,0,0,0,0,308263
Feb-24,KAL,KE,대한항공,국내,TAE,도착,정기,여객,1838,12,0,0,0,0,35502
Feb-24,KAL,KE,대한항공,국내,TAE,출발,정기,여객,2184,17,0,0,0,0,45971
Feb-24,KAL,KE,대한항공,국제,AKL,도착,정기,여객,5952,26,517,231379,169556,256,121145
Feb-24,KAL,KE,대한항공,국제,AKL,출발,정기,여객,6096,39,1295,241809,220044,8240,141683
Feb-24,KAL,KE,대한항공,국제,AMS,도착,정기,화물,0,0,0,690041,156145,3117,0
Feb-24,KAL,KE,대한항공,국제,AMS,도착,정기,여객,3278,2,325,232513,99623,14042,71455
Feb-24,KAL,KE,대한항공,국제,AMS,출발,정기,화물,0,0,0,1019132,733447,0,0
Feb-24,KAL,KE,대한항공,국제,AMS,출발,정기,여객,2974,15,217,232814,161981,1484,62667
Feb-24,KAL,KE,대한항공,국제,AMS,출발,부정기,화물,0,0,0,63115,34266,0,0
Feb-24,KAL,KE,대한항공,국제,ANC,도착,정기,화물,0,0,0,299,0,0,0
Feb-24,KAL,KE,대한항공,국제,ANC,출발,정기,화물,0,0,0,28,0,0,0
Feb-24,KAL,KE,대한항공,국제,AOJ,도착,정기,여객,1289,0,145,0,0,0,18776
Feb-24,KAL,KE,대한항공,국제,AOJ,출발,정기,여객,1305,2,69,0,0,0,14496
Feb-24,KAL,KE,대한항공,국제,ARN,도착,정기,화물,0,0,0,262045,97961,0,0
Feb-24,KAL,KE,대한항공,국제,ARN,출발,정기,화물,0,0,0,8848,4331,0,0
Feb-24,KAL,KE,대한항공,국제,ATL,도착,정기,화물,0,0,0,116630,80315,0,0
Feb-24,KAL,KE,대한항공,국제,ATL,도착,정기,여객,4913,15,4195,94889,85032,0,277861
Feb-24,KAL,KE,대한항공,국제,ATL,출발,정기,화물,0,0,0,1023332,399125,0,0
Feb-24,KAL,KE,대한항공,국제,ATL,출발,정기,여객,4265,64,5262,200973,169448,0,299806
Feb-24,KAL,KE,대한항공,국제,BCN,도착,정기,여객,4408,7,53,303113,96409,0,84755
Feb-24,KAL,KE,대한항공,국제,BCN,도착,부정기,여객,247,0,4,33238,23508,0,4676
Feb-24,KAL,KE,대한항공,국제,BCN,출발,정기,여객,3659,3,194,136126,41760,0,62417
Feb-24,KAL,KE,대한항공,국제,BCN,출발,부정기,여객,413,0,10,20013,5591,0,5442
Feb-24,KAL,KE,대한항공,국제,BKK,도착,정기,화물,0,0,0,80325,76248,0,0
Feb-24,KAL,KE,대한항공,국제,BKK,도착,정기,여객,27380,75,10793,2017522,899430,0,713056
Feb-24,KAL,KE,대한항공,국제,BKK,도착,부정기,여객,491,2,0,19813,0,0,6803
Feb-24,KAL,KE,대한항공,국제,BKK,출발,정기,화물,0,0,0,2385,1624,0,0
Feb-24,KAL,KE,대한항공,국제,BKK,출발,정기,여객,24338,113,10695,932623,440521,41825,604648
Feb-24,KAL,KE,대한항공,국제,BKK,출발,부정기,여객,427,4,0,0,0,0,6538
Feb-24,KAL,KE,대한항공,국제,BNE,도착,정기,여객,4900,27,1072,98804,1147,0,109092
Feb-24,KAL,KE,대한항공,국제,BNE,출발,정기,여객,5563,32,1602,161887,137783,15590,131027
Feb-24,KAL,KE,대한항공,국제,BOS,도착,정기,여객,1765,12,4793,17935,1956,0,200113
Feb-24,KAL,KE,대한항공,국제,BOS,출발,정기,여객,1741,40,4177,196716,182752,0,184168
Feb-24,KAL,KE,대한항공,국제,BUD,도착,정기,여객,2844,4,93,81627,49749,0,59129
Feb-24,KAL,KE,대한항공,국제,BUD,출발,정기,여객,2562,10,229,139854,118919,1632,62432
Feb-24,KAL,KE,대한항공,국제,CAN,도착,정기,화물,0,0,0,2843708,2689417,6304,0
Feb-24,KAL,KE,대한항공,국제,CAN,도착,정기,여객,3579,16,1285,220281,203816,10392,91544
Feb-24,KAL,KE,대한항공,국제,CAN,도착,부정기,화물,0,0,0,515906,505093,0,0
Feb-24,KAL,KE,대한항공,국제,CAN,출발,정기,화물,0,0,0,909216,715925,45227,0
Feb-24,KAL,KE,대한항공,국제,CAN,출발,정기,여객,3743,24,678,124333,112719,0,79223
Feb-24,KAL,KE,대한항공,국제,CAN,출발,부정기,화물,0,0,0,47969,35236,2085,0
Feb-24,KAL,KE,대한항공,국제,CDG,도착,정기,화물,0,0,0,327808,24055,352,0
Feb-24,KAL,KE,대한항공,국제,CDG,도착,정기,여객,9361,11,501,281849,13361,2018,201778
Feb-24,KAL,KE,대한항공,국제,CDG,출발,정기,여객,7978,10,679,268239,235037,10858,160544
Feb-24,KAL,KE,대한항공,국제,CEB,도착,정기,여객,7074,98,2384,97049,39590,0,165114
Feb-24,KAL,KE,대한항공,국제,CEB,출발,정기,여객,6566,107,2065,144698,127742,0,147026
Feb-24,KAL,KE,대한항공,국제,CGK,도착,정기,여객,6842,13,686,448981,291346,0,126200
Feb-24,KAL,KE,대한항공,국제,CGK,출발,정기,화물,0,0,0,98984,76419,0,0
Feb-24,KAL,KE,대한항공,국제,CGK,출발,정기,여객,6206,19,556,230574,93634,22745,145986
Feb-24,KAL,KE,대한항공,국제,CGO,도착,정기,화물,0,0,0,666379,618802,11621,0
Feb-24,KAL,KE,대한항공,국제,CGO,출발,정기,화물,0,0,0,56930,56329,0,0
Feb-24,KAL,KE,대한항공,국제,CNX,도착,정기,여객,12797,38,1975,45998,2599,84,262521
Feb-24,KAL,KE,대한항공,국제,CNX,출발,정기,여객,10612,35,1614,2210,118,0,189928
Feb-24,KAL,KE,대한항공,국제,CSX,도착,정기,여객,2296,6,506,10699,3494,0,44860
Feb-24,KAL,KE,대한항공,국제,CSX,출발,정기,여객,2667,9,305,2243,1438,0,37077
Feb-24,KAL,KE,대한항공,국제,CTS,도착,정기,여객,11362,21,903,91235,88161,0,190294
Feb-24,KAL,KE,대한항공,국제,CTS,도착,부정기,여객,242,0,0,310,0,0,4012
Feb-24,KAL,KE,대한항공,국제,CTS,출발,정기,여객,10850,26,542,22863,16214,0,143439
Feb-24,KAL,KE,대한항공,국제,CTS,출발,부정기,여객,508,0,0,0,0,0,7379
Feb-24,KAL,KE,대한항공,국제,CXR,도착,정기,여객,6759,70,1051,463,0,0,136193
Feb-24,KAL,KE,대한항공,국제,CXR,출발,정기,여객,6254,74,1187,0,0,0,123532
Feb-24,KAL,KE,대한항공,국제,DAD,도착,정기,여객,13610,127,1885,52091,32361,0,266520
Feb-24,KAL,KE,대한항공,국제,DAD,출발,정기,여객,13118,153,2212,62972,58559,0,236615
Feb-24,KAL,KE,대한항공,국제,DEL,도착,정기,여객,2243,0,660,122541,71374,0,63611
Feb-24,KAL,KE,대한항공,국제,DEL,출발,정기,여객,2015,1,227,72676,23375,0,41859
Feb-24,KAL,KE,대한항공,국제,DEL,출발,부정기,화물,0,0,0,83315,11394,0,0
Feb-24,KAL,KE,대한항공,국제,DFW,도착,정기,화물,0,0,0,356648,221280,0,0
Feb-24,KAL,KE,대한항공,국제,DFW,도착,정기,여객,1891,16,2481,71221,54651,0,152959
Feb-24,KAL,KE,대한항공,국제,DFW,도착,부정기,화물,0,0,0,72936,20858,0,0
Feb-24,KAL,KE,대한항공,국제,DFW,출발,정기,화물,0,0,0,1130811,946352,0,0
Feb-24,KAL,KE,대한항공,국제,DFW,출발,정기,여객,1920,46,2542,194521,147377,0,153470
Feb-24,KAL,KE,대한항공,국제,DFW,출발,부정기,화물,0,0,0,174315,168318,0,0
Feb-24,KAL,KE,대한항공,국제,DLC,도착,정기,여객,4593,21,1120,218059,131351,0,90880
Feb-24,KAL,KE,대한항공,국제,DLC,출발,정기,여객,4704,27,865,163911,67683,0,82526
Feb-24,KAL,KE,대한항공,국제,DLI,도착,부정기,여객,495,0,0,172,0,0,8440
Feb-24,KAL,KE,대한항공,국제,DLI,출발,부정기,여객,246,0,0,0,0,0,3649
Feb-24,KAL,KE,대한항공,국제,DMK,도착,부정기,여객,1327,6,311,0,0,0,26228
Feb-24,KAL,KE,대한항공,국제,DMK,출발,부정기,여객,1121,7,213,0,0,0,18576
Feb-24,KAL,KE,대한항공,국제,DPS,도착,정기,여객,10385,58,1261,6109,0,976,174230
Feb-24,KAL,KE,대한항공,국제,DPS,출발,정기,여객,9755,65,1310,10167,1142,0,143377
Feb-24,KAL,KE,대한항공,국제,DXB,도착,정기,여객,5376,3,86,42226,15308,0,94706
Feb-24,KAL,KE,대한항공,국제,DXB,출발,정기,여객,4835,8,311,112057,15514,10368,83421
Feb-24,KAL,KE,대한항공,국제,FCO,도착,정기,여객,5228,8,103,252267,131257,0,99856
Feb-24,KAL,KE,대한항공,국제,FCO,출발,정기,여객,4425,6,437,142938,124089,0,78064
Feb-24,KAL,KE,대한항공,국제,FRA,도착,정기,화물,0,0,0,1132287,219756,0,0
Feb-24,KAL,KE,대한항공,국제,FRA,도착,정기,여객,5307,15,489,410860,110520,0,120088
Feb-24,KAL,KE,대한항공,국제,FRA,출발,정기,화물,0,0,0,1276005,817458,0,0
Feb-24,KAL,KE,대한항공,국제,FRA,출발,정기,여객,4232,20,301,240633,189311,10172,87130
Feb-24,KAL,KE,대한항공,국제,FRA,출발,부정기,화물,0,0,0,39738,27588,0,0
Feb-24,KAL,KE,대한항공,국제,FUK,도착,정기,여객,22179,179,1803,212445,159373,9125,295521
Feb-24,KAL,KE,대한항공,국제,FUK,출발,정기,여객,22094,199,1150,354792,313271,16239,225843
Feb-24,KAL,KE,대한항공,국제,GDL,도착,정기,화물,0,0,0,510828,320245,0,0
Feb-24,KAL,KE,대한항공,국제,GDL,출발,정기,화물,0,0,0,245396,221576,0,0
Feb-24,KAL,KE,대한항공,국제,GUM,도착,정기,여객,11328,268,1175,14247,4034,0,175050
Feb-24,KAL,KE,대한항공,국제,GUM,출발,정기,여객,11160,300,942,188801,80762,0,149499
Feb-24,KAL,KE,대한항공,국제,HAN,도착,정기,화물,0,0,0,1892856,1122753,0,0
Feb-24,KAL,KE,대한항공,국제,HAN,도착,정기,여객,9493,47,2181,382710,288642,0,216342
Feb-24,KAL,KE,대한항공,국제,HAN,출발,정기,화물,0,0,0,1894724,237755,0,0
Feb-24,KAL,KE,대한항공,국제,HAN,출발,정기,여객,8923,56,2555,199930,176822,4541,203013
Feb-24,KAL,KE,대한항공,국제,HAN,출발,부정기,화물,0,0,0,267443,31581,0,0
Feb-24,KAL,KE,대한항공,국제,HGH,도착,정기,여객,1288,7,331,0,0,0,25722
Feb-24,KAL,KE,대한항공,국제,HGH,출발,정기,여객,1023,11,191,0,0,0,19259
Feb-24,KAL,KE,대한항공,국제,HKG,도착,정기,화물,0,0,0,2568805,2379950,0,0
