년월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,경유지공항,도착_출발,정기_부정기,여객_화물,유임승객(명),무임승객(명),환승객(명),항공화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2023-01,AAR,OZ,아시아나항공,국제,DFW,출발,정기,화물,0,0,0,814012,561874,0,0
2023-01,AAR,OZ,아시아나항공,국제,FCO,도착,정기,여객,2338,1,141,62039,0,0,44126
2023-01,AAR,OZ,아시아나항공,국제,FCO,출발,정기,여객,2249,1,248,41213,39843,0,39154
2023-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,화물,0,0,0,1779756,300533,0,0
2023-01,AAR,OZ,아시아나항공,국제,FRA,도착,정기,여객,5602,24,573,230609,21385,0,121606
2023-01,AAR,OZ,아시아나항공,국제,FRA,도착,부정기,화물,0,0,0,67848,10508,0,0
2023-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,화물,0,0,0,1038618,823004,932,0
2023-01,AAR,OZ,아시아나항공,국제,FRA,출발,정기,여객,6340,44,1421,287601,223524,6590,160656
2023-01,AAR,OZ,아시아나항공,국제,FRA,출발,부정기,화물,0,0,0,31522,19094,0,0
2023-01,AAR,OZ,아시아나항공,국제,FUK,도착,정기,여객,9683,46,635,34391,20602,0,125298
2023-01,AAR,OZ,아시아나항공,국제,FUK,출발,정기,여객,9627,37,883,5650,1988,1532,102123
2023-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,화물,0,0,0,1243663,778344,0,0
2023-01,AAR,OZ,아시아나항공,국제,HAN,도착,정기,여객,8638,38,1116,203153,51453,0,170439
2023-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,화물,0,0,0,2311487,266537,0,0
2023-01,AAR,OZ,아시아나항공,국제,HAN,출발,정기,여객,9179,80,1858,126589,5647,4096,206808
2023-01,AAR,OZ,아시아나항공,국제,HGH,도착,정기,여객,664,3,274,15592,4945,4441,22461
2023-01,AAR,OZ,아시아나항공,국제,HGH,출발,정기,여객,773,2,237,430,0,0,24710
2023-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,화물,0,0,0,3334198,3016789,0,0
2023-01,AAR,OZ,아시아나항공,국제,HKG,도착,정기,여객,5479,16,1084,295956,188458,0,98668
2023-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,화물,0,0,0,912702,57052,2126,0
2023-01,AAR,OZ,아시아나항공,국제,HKG,출발,정기,여객,6006,13,1575,113930,8838,0,144182
2023-01,AAR,OZ,아시아나항공,국제,HKT,도착,정기,여객,961,10,377,0,0,0,19733
2023-01,AAR,OZ,아시아나항공,국제,HKT,출발,정기,여객,1084,7,175,0,0,0,16804
2023-01,AAR,OZ,아시아나항공,국제,HNL,도착,정기,여객,6065,27,1334,14013,6113,0,164073
2023-01,AAR,OZ,아시아나항공,국제,HNL,출발,정기,여객,6439,32,1414,52755,4679,0,148512
2023-01,AAR,OZ,아시아나항공,국제,HRB,도착,정기,여객,383,3,99,1397,0,700,10412
2023-01,AAR,OZ,아시아나항공,국제,HRB,출발,정기,여객,859,7,21,0,0,0,18232
2023-01,AAR,OZ,아시아나항공,국제,IST,도착,정기,여객,3359,4,155,101345,28833,0,63521
2023-01,AAR,OZ,아시아나항공,국제,IST,출발,정기,여객,3226,3,50,122949,108277,0,54953
2023-01,AAR,OZ,아시아나항공,국제,JFK,도착,정기,여객,3774,27,3817,60737,40162,0,258776
2023-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,화물,0,0,0,1208302,981106,2985,0
2023-01,AAR,OZ,아시아나항공,국제,JFK,출발,정기,여객,4815,26,4031,183664,150020,17660,270710
2023-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,화물,0,0,0,626912,354255,0,0
2023-01,AAR,OZ,아시아나항공,국제,KIX,도착,정기,여객,10420,57,1052,43265,10366,0,151739
2023-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,화물,0,0,0,293811,77580,16480,0
2023-01,AAR,OZ,아시아나항공,국제,KIX,출발,정기,여객,11423,60,776,72947,15316,611,132528
2023-01,AAR,OZ,아시아나항공,국제,KMI,도착,부정기,여객,1052,2,0,0,0,0,11594
2023-01,AAR,OZ,아시아나항공,국제,KMI,출발,부정기,여객,1227,2,0,0,0,0,17718
2023-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,화물,0,0,0,222011,32505,0,0
2023-01,AAR,OZ,아시아나항공,국제,LAX,도착,정기,여객,10951,42,9176,178065,17181,0,613819
2023-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,화물,0,0,0,2170220,1361314,2429,0
2023-01,AAR,OZ,아시아나항공,국제,LAX,출발,정기,여객,12748,46,8379,437700,94485,27066,609972
2023-01,AAR,OZ,아시아나항공,국제,LHR,도착,정기,여객,4598,21,1040,106596,12836,0,109730
2023-01,AAR,OZ,아시아나항공,국제,LHR,출발,정기,여객,5738,23,964,229509,134847,12128,135147
2023-01,AAR,OZ,아시아나항공,국제,MNL,도착,정기,여객,4998,18,9180,196094,12181,0,390186
2023-01,AAR,OZ,아시아나항공,국제,MNL,출발,정기,여객,6336,59,7631,143200,3030,0,356768
2023-01,AAR,OZ,아시아나항공,국제,MXP,도착,정기,화물,0,0,0,561129,104654,0,0
2023-01,AAR,OZ,아시아나항공,국제,MXP,출발,정기,화물,0,0,0,628085,526065,0,0
2023-01,AAR,OZ,아시아나항공,국제,NGO,도착,정기,여객,2803,20,451,5818,1560,0,42007
2023-01,AAR,OZ,아시아나항공,국제,NGO,도착,부정기,여객,73,0,0,0,0,0,538
2023-01,AAR,OZ,아시아나항공,국제,NGO,출발,정기,여객,3020,21,444,5264,1186,3166,44762
2023-01,AAR,OZ,아시아나항공,국제,NGO,출발,부정기,여객,59,0,0,0,0,0,375
2023-01,AAR,OZ,아시아나항공,국제,NKG,도착,정기,여객,718,8,317,49770,46728,0,24036
2023-01,AAR,OZ,아시아나항공,국제,NKG,출발,정기,여객,1000,3,198,2022,287,0,28868
2023-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,화물,0,0,0,834478,310334,2620,0
2023-01,AAR,OZ,아시아나항공,국제,NRT,도착,정기,여객,9586,51,2169,170049,36789,43596,184647
2023-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,화물,0,0,0,881579,324676,54918,0
2023-01,AAR,OZ,아시아나항공,국제,NRT,출발,정기,여객,10506,48,1621,274074,71558,20791,164260
2023-01,AAR,OZ,아시아나항공,국제,OKA,도착,정기,여객,2137,33,92,0,0,0,26346
2023-01,AAR,OZ,아시아나항공,국제,OKA,출발,정기,여객,2389,39,106,0,0,0,23681
2023-01,AAR,OZ,아시아나항공,국제,ORD,도착,부정기,화물,0,0,0,151107,9567,0,0
2023-01,AAR,OZ,아시아나항공,국제,ORD,출발,정기,화물,0,0,0,1562867,1079760,7426,0
2023-01,AAR,OZ,아시아나항공,국제,ORD,출발,부정기,화물,0,0,0,324120,265097,0,0
2023-01,AAR,OZ,아시아나항공,국제,PEK,도착,정기,여객,792,6,361,19086,11649,3563,26620
2023-01,AAR,OZ,아시아나항공,국제,PEK,출발,정기,여객,904,6,188,16553,1361,1239,26236
2023-01,AAR,OZ,아시아나항공,국제,PNH,도착,정기,여객,4178,22,1758,28760,13172,0,123062
2023-01,AAR,OZ,아시아나항공,국제,PNH,출발,정기,여객,3742,33,1911,46799,0,0,123644
2023-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,화물,0,0,0,2384561,1696775,8710,0
2023-01,AAR,OZ,아시아나항공,국제,PVG,도착,정기,여객,957,4,335,25753,14416,0,31374
2023-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,화물,0,0,0,1448114,662906,17183,0
2023-01,AAR,OZ,아시아나항공,국제,PVG,출발,정기,여객,868,8,484,3287,608,0,35483
2023-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,화물,0,0,0,1207267,393456,0,0
2023-01,AAR,OZ,아시아나항공,국제,SEA,도착,정기,여객,1812,10,3273,42976,5816,0,171601
2023-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,화물,0,0,0,33566,32209,0,0
2023-01,AAR,OZ,아시아나항공,국제,SEA,출발,정기,여객,2083,13,2969,31060,26466,0,154955
2023-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,화물,0,0,0,1506407,339951,0,0
2023-01,AAR,OZ,아시아나항공,국제,SFO,도착,정기,여객,4052,17,4545,117882,5734,0,276846
2023-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,화물,0,0,0,388155,355329,0,0
2023-01,AAR,OZ,아시아나항공,국제,SFO,출발,정기,여객,4851,36,4207,123941,105190,0,265018
2023-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,화물,0,0,0,950652,202741,0,0
2023-01,AAR,OZ,아시아나항공,국제,SGN,도착,정기,여객,7136,48,6187,187172,95441,0,366710
2023-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,화물,0,0,0,117947,82176,0,0
2023-01,AAR,OZ,아시아나항공,국제,SGN,출발,정기,여객,6869,119,10294,193849,75061,0,558415
2023-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,화물,0,0,0,253892,76465,0,0
2023-01,AAR,OZ,아시아나항공,국제,SIN,도착,정기,여객,11652,49,708,369718,56302,23528,169655
2023-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,화물,0,0,0,683511,375837,0,0
2023-01,AAR,OZ,아시아나항공,국제,SIN,출발,정기,여객,16541,63,559,259569,76858,5880,260768
2023-01,AAR,OZ,아시아나항공,국제,SPN,도착,정기,여객,1111,4,34,710,336,0,17454
2023-01,AAR,OZ,아시아나항공,국제,SPN,출발,정기,여객,1212,5,49,55,0,0,19097
2023-01,AAR,OZ,아시아나항공,국제,STN,출발,정기,화물,0,0,0,516575,448587,5275,0
2023-01,AAR,OZ,아시아나항공,국제,STN,출발,부정기,화물,0,0,0,48291,45512,839,0
2023-01,AAR,OZ,아시아나항공,국제,SYD,도착,정기,여객,6035,31,2708,23023,0,0,154438
2023-01,AAR,OZ,아시아나항공,국제,SYD,출발,정기,여객,8169,82,2747,108838,30610,63650,219124
2023-01,AAR,OZ,아시아나항공,국제,SZX,도착,정기,여객,448,2,98,63,0,0,12288
2023-01,AAR,OZ,아시아나항공,국제,SZX,출발,정기,여객,445,2,158,26,0,0,15888
2023-01,AAR,OZ,아시아나항공,국제,TAO,도착,부정기,화물,0,0,0,77284,69152,0,0
2023-01,AAR,OZ,아시아나항공,국제,TAO,출발,부정기,화물,0,0,0,25631,6014,0,0
2023-01,AAR,OZ,아시아나항공,국제,TAS,도착,정기,여객,2206,21,671,0,0,0,85628
2023-01,AAR,OZ,아시아나항공,국제,TAS,출발,정기,여객,1858,18,527,74836,54570,0,90242
2023-01,AAR,OZ,아시아나항공,국제,TPE,도착,정기,여객,8342,32,1348,101593,50176,0,137815
2023-01,AAR,OZ,아시아나항공,국제,TPE,도착,부정기,화물,0,0,0,221134,65064,0,0
2023-01,AAR,OZ,아시아나항공,국제,TPE,출발,정기,여객,8575,33,717,132429,2168,429,120042
2023-01,AAR,OZ,아시아나항공,국제,TPE,출발,부정기,화물,0,0,0,162689,5523,0,0
2023-01,AAR,OZ,아시아나항공,국제,TSN,도착,정기,화물,0,0,0,712162,463484,16164,0
2023-01,AAR,OZ,아시아나항공,국제,TSN,출발,정기,화물,0,0,0,566467,428683,0,0
2023-01,AAR,OZ,아시아나항공,국제,UBN,도착,정기,여객,2589,23,763,17996,9028,0,59538
2023-01,AAR,OZ,아시아나항공,국제,UBN,출발,정기,여객,1756,18,1213,50257,18320,593,65870
2023-01,AAR,OZ,아시아나항공,국제,VIE,출발,정기,화물,0,0,0,905021,407390,0,0
2023-01,AAR,OZ,아시아나항공,국제,YNJ,도착,정기,여객,641,4,16,0,0,0,12976
2023-01,AAR,OZ,아시아나항공,국제,YNJ,출발,정기,여객,636,1,1,0,0,0,11846
2023-01,AAR,OZ,아시아나항공,국제,YNT,도착,정기,화물,0,0,0,277857,169209,30386,0
2023-01,AAR,OZ,아시아나항공,국제,YNT,도착,부정기,화물,0,0,0,205340,95545,1015,0
2023-01,AAR,OZ,아시아나항공,국제,YNT,출발,정기,화물,0,0,0,160146,94807,0,0
2023-01,AAR,OZ,아시아나항공,국제,YNT,출발,부정기,화물,0,0,0,102025,25297,0,0
2023-01,ABL,BX,에어 부산,국제,BKI,도착,정기,여객,3079,3,4,0,0,0,42641
2023-01,ABL,BX,에어 부산,국제,BKI,출발,정기,여객,3259,3,6,0,0,0,41397
2023-01,ABL,BX,에어 부산,국제,BKK,도착,정기,여객,6183,8,0,2494,0,0,80076
2023-01,ABL,BX,에어 부산,국제,BKK,출발,정기,여객,6273,13,238,0,0,0,77923
2023-01,ABL,BX,에어 부산,국제,CEB,도착,부정기,여객,139,0,0,0,0,0,1268
2023-01,ABL,BX,에어 부산,국제,CXR,도착,정기,여객,1628,4,2,0,0,0,18842
2023-01,ABL,BX,에어 부산,국제,CXR,도착,부정기,여객,3962,39,0,0,0,0,44369
2023-01,ABL,BX,에어 부산,국제,CXR,출발,정기,여객,1705,12,5,0,0,0,16981
2023-01,ABL,BX,에어 부산,국제,CXR,출발,부정기,여객,4216,37,22,0,0,0,41456
2023-01,ABL,BX,에어 부산,국제,DAD,도착,부정기,여객,434,2,0,0,0,0,4446
2023-01,ABL,BX,에어 부산,국제,DAD,출발,부정기,여객,580,3,0,0,0,0,5105
2023-01,ABL,BX,에어 부산,국제,FUK,도착,부정기,여객,6620,30,0,0,0,0,66152
2023-01,ABL,BX,에어 부산,국제,FUK,출발,부정기,여객,6955,23,0,0,0,0,51779
2023-01,ABL,BX,에어 부산,국제,KIX,도착,정기,여객,12454,21,0,0,0,0,141550
2023-01,ABL,BX,에어 부산,국제,KIX,도착,부정기,여객,360,0,0,0,0,0,3855
2023-01,ABL,BX,에어 부산,국제,KIX,출발,정기,여객,12717,16,2,0,0,0,113220
2023-01,ABL,BX,에어 부산,국제,KIX,출발,부정기,여객,371,0,0,0,0,0,2847
2023-01,ABL,BX,에어 부산,국제,NRT,도착,정기,여객,12010,15,0,166,0,0,140997
2023-01,ABL,BX,에어 부산,국제,NRT,출발,정기,여객,12671,32,0,0,0,0,138349
2023-01,ABL,BX,에어 부산,국제,TAO,도착,정기,여객,573,1,0,0,0,0,9239
2023-01,ABL,BX,에어 부산,국제,TAO,출발,정기,여객,735,0,15,0,0,0,11233
2023-01,ACA,AC,캐나다항공,국제,YVR,도착,정기,여객,4998,97,3468,369004,0,1096,242571
2023-01,ACA,AC,캐나다항공,국제,YVR,출발,정기,여객,5991,57,2956,229575,0,5546,292740
2023-01,ACA,AC,캐나다항공,국제,YYZ,도착,정기,여객,3389,54,2140,50805,0,2720,163942
2023-01,ACA,AC,캐나다항공,국제,YYZ,출발,정기,여객,3710,41,1923,173991,0,6676,195258
2023-01,AFR,AF,프랑스항공,국제,CDG,도착,정기,여객,7350,36,242,391480,0,7878,144091
2023-01,AFR,AF,프랑스항공,국제,CDG,출발,정기,여객,7599,26,466,203422,0,9636,151586
2023-01,AHK,LD,에어홍콩,국제,HKG,도착,정기,화물,0,0,0,692914,0,0,0
2023-01,AHK,LD,에어홍콩,국제,HKG,출발,정기,화물,0,0,0,997798,0,0,0
2023-01,AIC,AI,인도항공,국제,DEL,도착,정기,여객,2536,13,170,9618,0,0,71097
2023-01,AIC,AI,인도항공,국제,DEL,출발,정기,여객,2747,9,34,84395,0,11484,79636
2023-01,AIH,KJ,에어인천,국제,CGO,도착,정기,화물,0,0,0,40397,0,0,0
2023-01,AIH,KJ,에어인천,국제,CGO,도착,부정기,화물,0,0,0,50341,0,0,0
2023-01,AIH,KJ,에어인천,국제,CGO,출발,정기,화물,0,0,0,34450,3859,0,0
2023-01,AIH,KJ,에어인천,국제,CGO,출발,부정기,화물,0,0,0,34221,0,0,0
2023-01,AIH,KJ,에어인천,국제,CTU,도착,정기,화물,0,0,0,88992,0,0,0
2023-01,AIH,KJ,에어인천,국제,CTU,도착,부정기,화물,0,0,0,99651,0,0,0
2023-01,AIH,KJ,에어인천,국제,CTU,출발,정기,화물,0,0,0,54011,0,0,0
2023-01,AIH,KJ,에어인천,국제,CTU,출발,부정기,화물,0,0,0,60122,0,0,0
2023-01,AIH,KJ,에어인천,국제,HAN,도착,정기,화물,0,0,0,246681,0,0,0
2023-01,AIH,KJ,에어인천,국제,HAN,도착,부정기,화물,0,0,0,77125,0,0,0
2023-01,AIH,KJ,에어인천,국제,HAN,출발,정기,화물,0,0,0,271544,0,0,0
2023-01,AIH,KJ,에어인천,국제,HAN,출발,부정기,화물,0,0,0,75233,0,0,0
2023-01,AIH,KJ,에어인천,국제,HFE,도착,부정기,화물,0,0,0,41183,0,0,0
2023-01,AIH,KJ,에어인천,국제,HFE,출발,부정기,화물,0,0,0,48878,7992,0,0
2023-01,AIH,KJ,에어인천,국제,NRT,도착,정기,화물,0,0,0,86657,3791,0,0
2023-01,AIH,KJ,에어인천,국제,NRT,출발,정기,화물,0,0,0,101704,20831,7035,0
2023-01,AIH,KJ,에어인천,국제,SZX,도착,부정기,화물,0,0,0,70133,0,0,0
2023-01,AIH,KJ,에어인천,국제,SZX,출발,부정기,화물,0,0,0,49623,18,0,0
2023-01,AIH,KJ,에어인천,국제,TAO,도착,정기,화물,0,0,0,267384,0,0,0
2023-01,AIH,KJ,에어인천,국제,TAO,출발,정기,화물,0,0,0,158150,298,0,0
2023-01,AIH,KJ,에어인천,국제,UBN,도착,정기,화물,0,0,0,251,0,0,0
2023-01,AIH,KJ,에어인천,국제,UBN,출발,정기,화물,0,0,0,17668,0,0,0
2023-01,AIH,KJ,에어인천,국제,XIY,도착,부정기,화물,0,0,0,44858,0,0,0
2023-01,AIH,KJ,에어인천,국제,XIY,출발,부정기,화물,0,0,0,98164,0,0,0
2023-01,AIH,KJ,에어인천,국제,YNT,도착,정기,화물,0,0,0,307869,0,0,0
2023-01,AIH,KJ,에어인천,국제,YNT,출발,정기,화물,0,0,0,367909,1025,0,0
2023-01,AJT,M6,아메리제트,국제,GSP,도착,부정기,화물,0,0,0,47509,0,0,0
2023-01,AJT,M6,아메리제트,국제,GSP,출발,부정기,화물,0,0,0,64847,0,0,0
2023-01,ALK,UL,스리랑칸 에어라인즈,국제,CMB,도착,정기,여객,1753,5,1,81148,0,2320,41073
2023-01,ALK,UL,스리랑칸 에어라인즈,국제,CMB,출발,정기,여객,2100,16,3,47701,0,3472,68948
2023-01,AMU,NX,마카오항공,국제,MFM,도착,정기,여객,85,0,0,43,0,0,1197
2023-01,AMU,NX,마카오항공,국제,MFM,출발,정기,여객,138,1,11,0,0,0,2047
2023-01,ANA,NH,전일본항공,국제,NRT,도착,정기,화물,0,0,0,655443,0,38120,0
2023-01,ANA,NH,전일본항공,국제,NRT,출발,정기,화물,0,0,0,722584,334,46219,0
2023-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,도착,정기,여객,3159,35,399,107991,0,0,68716
2023-01,ANZ,NZ,AIR NEW ZEALAND,국제,AKL,출발,정기,여객,4070,28,578,39602,0,1626,115594
2023-01,APG,Z2,필리핀에어아시아,국제,CEB,도착,정기,여객,2757,18,0,3585,0,0,24943
2023-01,APG,Z2,필리핀에어아시아,국제,CEB,출발,정기,여객,2819,13,4,1360,0,0,21656
2023-01,APG,Z2,필리핀에어아시아,국제,MNL,도착,정기,여객,4448,24,0,0,0,0,45774
2023-01,APG,Z2,필리핀에어아시아,국제,MNL,출발,정기,여객,4672,22,5,8238,0,519,65539
2023-01,APJ,MM,피치 항공,국제,HND,도착,정기,여객,4967,5,0,0,0,0,45553
2023-01,APJ,MM,피치 항공,국제,HND,출발,정기,여객,5143,4,0,0,0,0,47208
2023-01,APJ,MM,피치 항공,국제,KIX,도착,정기,여객,10345,22,0,0,0,0,98213
2023-01,APJ,MM,피치 항공,국제,KIX,도착,부정기,여객,369,0,0,0,0,0,3523
2023-01,APJ,MM,피치 항공,국제,KIX,출발,정기,여객,10115,25,0,0,0,0,86300
2023-01,APJ,MM,피치 항공,국제,KIX,출발,부정기,여객,349,0,0,0,0,0,3124
2023-01,APZ,YP,에어 프레미아,국제,ESB,도착,부정기,여객,1211,0,0,0,0,0,20066
2023-01,APZ,YP,에어 프레미아,국제,ESB,출발,부정기,여객,1209,1,0,0,0,0,17330
2023-01,APZ,YP,에어 프레미아,국제,LAX,도착,정기,여객,5018,19,121,134990,0,0,119236
2023-01,APZ,YP,에어 프레미아,국제,LAX,출발,정기,여객,5860,15,118,165032,24052,6732,143126
2023-01,APZ,YP,에어 프레미아,국제,NRT,도착,정기,여객,5203,14,0,56439,0,0,62008
2023-01,APZ,YP,에어 프레미아,국제,NRT,출발,정기,여객,5566,8,2,147759,9244,0,55372
2023-01,APZ,YP,에어 프레미아,국제,SGN,도착,정기,여객,4399,62,109,91774,0,0,82440
2023-01,APZ,YP,에어 프레미아,국제,SGN,출발,정기,여객,4992,99,120,122380,47360,7898,112570
2023-01,APZ,YP,에어 프레미아,국제,SIN,도착,정기,여객,4413,22,5,98268,0,18632,55207
2023-01,APZ,YP,에어 프레미아,국제,SIN,출발,정기,여객,5173,23,6,149187,6561,3993,76791
2023-01,ASV,RS,에어서울,국내,CJU,도착,부정기,여객,202,0,0,0,0,0,759
2023-01,ASV,RS,에어서울,국제,CTS,도착,부정기,여객,1413,0,0,0,0,0,15996
2023-01,ASV,RS,에어서울,국제,CTS,출발,부정기,여객,1593,0,0,0,0,0,15460
2023-01,ASV,RS,에어서울,국제,CXR,도착,정기,여객,5555,44,2,0,0,0,62641
2023-01,ASV,RS,에어서울,국제,CXR,출발,정기,여객,5693,40,3,0,0,0,55342
2023-01,ASV,RS,에어서울,국제,DAD,도착,정기,여객,5744,12,1,28673,0,1276,60946
2023-01,ASV,RS,에어서울,국제,DAD,도착,부정기,여객,328,1,0,0,0,0,2615
2023-01,ASV,RS,에어서울,국제,DAD,출발,정기,여객,6038,16,8,0,0,0,56240
2023-01,ASV,RS,에어서울,국제,DAD,출발,부정기,여객,398,1,0,0,0,0,2631
2023-01,ASV,RS,에어서울,국제,FUK,도착,정기,여객,11143,59,5,0,0,0,113437
2023-01,ASV,RS,에어서울,국제,FUK,출발,정기,여객,11653,42,2,0,0,0,88930
2023-01,ASV,RS,에어서울,국제,KIX,도착,정기,여객,11278,19,9,0,0,0,124732
2023-01,ASV,RS,에어서울,국제,KIX,도착,부정기,여객,366,0,0,0,0,0,3914
2023-01,ASV,RS,에어서울,국제,KIX,출발,정기,여객,12046,18,0,0,0,0,115186
2023-01,ASV,RS,에어서울,국제,KIX,출발,부정기,여객,373,1,0,0,0,0,3388
2023-01,ASV,RS,에어서울,국제,KLO,도착,정기,여객,3249,5,1,0,0,0,35810
2023-01,ASV,RS,에어서울,국제,KLO,출발,정기,여객,3078,6,4,0,0,0,30514
2023-01,ASV,RS,에어서울,국제,NRT,도착,정기,여객,10678,18,4,0,0,0,125942
2023-01,ASV,RS,에어서울,국제,NRT,도착,부정기,여객,157,0,0,0,0,0,1738
2023-01,ASV,RS,에어서울,국제,NRT,출발,정기,여객,11460,18,9,0,0,0,110894
2023-01,ASV,RS,에어서울,국제,NRT,출발,부정기,여객,190,0,0,0,0,0,1708
2023-01,ASV,RS,에어서울,국제,TAK,도착,정기,여객,1972,12,0,0,0,0,20652
2023-01,ASV,RS,에어서울,국제,TAK,출발,정기,여객,2219,4,0,0,0,0,20884
2023-01,ASV,RS,에어서울,국제,TAO,도착,정기,여객,1203,2,40,0,0,0,18184
2023-01,ASV,RS,에어서울,국제,TAO,출발,정기,여객,1274,2,45,0,0,0,21964
2023-01,ASV,RS,에어서울,국제,YNT,도착,정기,여객,594,0,2,843,0,0,9687
