년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2025,04,KAL,KE,대한항공,국제,중국,중국,TSN,도착,정기,여객,24,2613,3,1080,4649,112067,0,61057
2025,04,KAL,KE,대한항공,국제,중국,중국,TSN,출발,정기,화물,18,0,0,0,155790,535347,0,0
2025,04,KAL,KE,대한항공,국제,중국,중국,TSN,출발,정기,여객,24,2722,9,1052,13539,48031,0,58095
2025,04,KAL,KE,대한항공,국제,중국,중국,WUH,도착,정기,여객,20,3886,7,504,3140,389384,329,54440
2025,04,KAL,KE,대한항공,국제,중국,중국,WUH,출발,정기,여객,20,3251,11,446,25000,23980,0,41996
2025,04,KAL,KE,대한항공,국제,중국,중국,XIY,도착,정기,여객,30,5600,13,532,66187,56028,0,79409
2025,04,KAL,KE,대한항공,국제,중국,중국,XIY,출발,정기,화물,0,0,0,0,91541,116463,0,0
2025,04,KAL,KE,대한항공,국제,중국,중국,XIY,출발,정기,여객,30,5615,10,412,12784,43831,0,69773
2025,04,KAL,KE,대한항공,국제,중국,중국,XMN,도착,정기,여객,30,4373,9,199,3626,38371,0,55233
2025,04,KAL,KE,대한항공,국제,중국,중국,XMN,출발,정기,여객,30,3981,7,117,4281,361,0,40303
2025,04,KAL,KE,대한항공,국제,중국,중국,YNJ,도착,정기,여객,22,2937,16,402,0,0,0,54375
2025,04,KAL,KE,대한항공,국제,중국,중국,YNJ,출발,정기,여객,22,2323,14,351,0,0,0,33950
2025,04,KAL,KE,대한항공,국제,동북아,대만,RMQ,도착,정기,여객,30,2957,19,98,1500,0,0,37683
2025,04,KAL,KE,대한항공,국제,동북아,대만,RMQ,출발,정기,여객,30,4210,26,36,0,0,0,65550
2025,04,KAL,KE,대한항공,국제,동북아,대만,TPE,도착,정기,여객,60,15812,71,763,272851,142634,0,206778
2025,04,KAL,KE,대한항공,국제,동북아,대만,TPE,출발,정기,여객,60,17797,72,583,383193,113654,12349,223468
2025,04,KAL,KE,대한항공,국제,동북아,마카오,MFM,도착,정기,여객,30,4455,43,41,0,0,0,50605
2025,04,KAL,KE,대한항공,국제,동북아,마카오,MFM,출발,정기,여객,30,4704,47,57,168,0,0,46578
2025,04,KAL,KE,대한항공,국제,동북아,홍콩,HKG,도착,정기,화물,34,0,0,0,318255,2644405,0,0
2025,04,KAL,KE,대한항공,국제,동북아,홍콩,HKG,도착,정기,여객,90,20706,73,3614,14794,466655,0,328890
2025,04,KAL,KE,대한항공,국제,동북아,홍콩,HKG,도착,부정기,화물,29,0,0,0,55626,2426202,0,0
2025,04,KAL,KE,대한항공,국제,동북아,홍콩,HKG,출발,정기,화물,34,0,0,0,991181,126102,0,0
2025,04,KAL,KE,대한항공,국제,동북아,홍콩,HKG,출발,정기,여객,90,21056,83,3162,144235,130001,178502,334905
2025,04,KAL,KE,대한항공,국제,동북아,홍콩,HKG,출발,부정기,화물,29,0,0,0,188948,92246,34323,0
2025,04,KAL,KE,대한항공,국제,동북아,몽골,UBN,도착,정기,여객,25,3837,27,1499,6623,7420,0,84535
2025,04,KAL,KE,대한항공,국제,동북아,몽골,UBN,출발,정기,여객,25,4353,41,1766,97612,113261,4887,128365
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,KUL,도착,정기,여객,30,5411,21,770,65012,310562,0,94267
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,KUL,출발,정기,화물,0,0,0,0,82762,220818,0,0
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,KUL,출발,정기,여객,30,6925,38,666,131051,100977,5008,129952
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,PEN,도착,정기,화물,9,0,0,0,162430,872180,0,0
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,PEN,도착,부정기,화물,1,0,0,0,6139,63663,0,0
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,PEN,출발,정기,화물,9,0,0,0,40525,367053,0,0
2025,04,KAL,KE,대한항공,국제,동남아,말레이시아,PEN,출발,부정기,화물,1,0,0,0,8408,38217,0,0
2025,04,KAL,KE,대한항공,국제,동남아,미얀마,RGN,도착,정기,여객,5,815,2,294,9395,12493,0,28025
2025,04,KAL,KE,대한항공,국제,동남아,미얀마,RGN,출발,정기,여객,4,525,3,100,29220,9008,0,18319
2025,04,KAL,KE,대한항공,국제,동남아,베트남,CXR,도착,정기,여객,30,6631,107,863,0,0,0,130473
2025,04,KAL,KE,대한항공,국제,동남아,베트남,CXR,출발,정기,여객,30,6715,119,533,346,0,0,94125
2025,04,KAL,KE,대한항공,국제,동남아,베트남,DAD,도착,정기,여객,60,13656,126,1993,95165,179981,22917,262426
2025,04,KAL,KE,대한항공,국제,동남아,베트남,DAD,출발,정기,여객,60,14353,157,1327,26002,130361,0,189715
2025,04,KAL,KE,대한항공,국제,동남아,베트남,HAN,도착,정기,화물,28,0,0,0,1281543,1092623,0,0
2025,04,KAL,KE,대한항공,국제,동남아,베트남,HAN,도착,정기,여객,60,9985,49,2037,136242,317187,0,193680
2025,04,KAL,KE,대한항공,국제,동남아,베트남,HAN,출발,정기,화물,29,0,0,0,1961066,224710,0,0
2025,04,KAL,KE,대한항공,국제,동남아,베트남,HAN,출발,정기,여객,60,9562,58,2288,41823,225422,3918,167159
2025,04,KAL,KE,대한항공,국제,동남아,베트남,HAN,출발,부정기,화물,0,0,0,0,186382,99544,0,0
2025,04,KAL,KE,대한항공,국제,동남아,베트남,PQC,도착,정기,여객,30,4851,98,70,1098,0,0,72277
2025,04,KAL,KE,대한항공,국제,동남아,베트남,PQC,출발,정기,여객,30,5010,99,68,0,0,0,60110
2025,04,KAL,KE,대한항공,국제,동남아,베트남,SGN,도착,정기,화물,8,0,0,0,108640,405305,1376,0
2025,04,KAL,KE,대한항공,국제,동남아,베트남,SGN,도착,정기,여객,90,12367,90,9111,323811,421127,570,519875
2025,04,KAL,KE,대한항공,국제,동남아,베트남,SGN,도착,부정기,화물,1,0,0,0,10244,65715,0,0
2025,04,KAL,KE,대한항공,국제,동남아,베트남,SGN,출발,정기,화물,8,0,0,0,43715,81490,0,0
2025,04,KAL,KE,대한항공,국제,동남아,베트남,SGN,출발,정기,여객,90,12401,102,6732,378413,213455,7893,375637
2025,04,KAL,KE,대한항공,국제,동남아,베트남,SGN,출발,부정기,화물,1,0,0,0,3770,13727,0,0
2025,04,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,도착,정기,화물,17,0,0,0,305136,620509,0,0
2025,04,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,도착,정기,여객,89,18072,131,2358,437059,312104,0,293071
2025,04,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,도착,부정기,화물,1,0,0,0,17365,53545,0,0
2025,04,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,출발,정기,화물,17,0,0,0,262117,643366,0,0
2025,04,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,출발,정기,여객,90,21401,168,2249,570725,490014,16380,391609
2025,04,KAL,KE,대한항공,국제,동남아,싱가포르,SIN,출발,부정기,화물,1,0,0,0,12998,16177,0,0
2025,04,KAL,KE,대한항공,국제,동남아,인도네시아,CGK,도착,정기,여객,30,6047,25,786,120036,381467,0,117236
2025,04,KAL,KE,대한항공,국제,동남아,인도네시아,CGK,출발,정기,화물,0,0,0,0,15798,121225,0,0
2025,04,KAL,KE,대한항공,국제,동남아,인도네시아,CGK,출발,정기,여객,30,7504,49,452,105488,160112,24665,178700
2025,04,KAL,KE,대한항공,국제,동남아,인도네시아,DPS,도착,정기,여객,60,10553,62,2306,2348,50185,0,217691
2025,04,KAL,KE,대한항공,국제,동남아,인도네시아,DPS,출발,정기,여객,60,12288,76,2314,55183,4879,0,215957
2025,04,KAL,KE,대한항공,국제,동남아,캄보디아,PNH,도착,정기,여객,30,4182,39,3132,10000,139639,6210,164969
2025,04,KAL,KE,대한항공,국제,동남아,캄보디아,PNH,출발,정기,여객,30,4211,65,2989,34583,46328,329,152577
2025,04,KAL,KE,대한항공,국제,동남아,태국,BKK,도착,정기,화물,4,0,0,0,88443,217126,0,0
2025,04,KAL,KE,대한항공,국제,동남아,태국,BKK,도착,정기,여객,90,14765,60,9976,635588,682611,0,457355
2025,04,KAL,KE,대한항공,국제,동남아,태국,BKK,도착,부정기,화물,1,0,0,0,30150,53443,0,0
2025,04,KAL,KE,대한항공,국제,동남아,태국,BKK,출발,정기,화물,4,0,0,0,37229,105745,0,0
2025,04,KAL,KE,대한항공,국제,동남아,태국,BKK,출발,정기,여객,90,17877,98,8333,677192,364999,33068,472950
2025,04,KAL,KE,대한항공,국제,동남아,태국,BKK,출발,부정기,화물,1,0,0,0,38798,34736,971,0
2025,04,KAL,KE,대한항공,국제,동남아,태국,CNX,도착,정기,여객,30,4780,10,1304,187000,0,0,103702
2025,04,KAL,KE,대한항공,국제,동남아,태국,CNX,출발,정기,여객,30,5644,21,1148,1754,300,0,106881
2025,04,KAL,KE,대한항공,국제,동남아,태국,HKT,도착,정기,여객,30,5223,39,1725,104062,0,0,112969
2025,04,KAL,KE,대한항공,국제,동남아,태국,HKT,출발,정기,여객,30,5926,49,1071,9562,173,0,97532
2025,04,KAL,KE,대한항공,국제,동남아,필리핀,CEB,도착,정기,여객,30,5922,59,2750,44620,42303,0,147749
2025,04,KAL,KE,대한항공,국제,동남아,필리핀,CEB,출발,정기,여객,30,6844,81,2631,15629,384135,0,174813
2025,04,KAL,KE,대한항공,국제,동남아,필리핀,MNL,도착,정기,여객,90,7433,35,14428,247806,308207,0,522057
2025,04,KAL,KE,대한항공,국제,동남아,필리핀,MNL,출발,정기,화물,0,0,0,0,34365,132306,0,0
2025,04,KAL,KE,대한항공,국제,동남아,필리핀,MNL,출발,정기,여객,90,8950,95,13681,257122,236756,4717,625091
2025,04,KAL,KE,대한항공,국제,미주,멕시코,GDL,도착,정기,화물,12,0,0,0,294181,398146,0,0
2025,04,KAL,KE,대한항공,국제,미주,멕시코,GDL,출발,정기,화물,13,0,0,0,2827,175745,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ANC,도착,정기,화물,0,0,0,0,56,0,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ANC,출발,정기,화물,0,0,0,0,268,82762,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ATL,도착,정기,여객,30,5291,27,1908,10624,77104,0,192622
2025,04,KAL,KE,대한항공,국제,미주,미국,ATL,출발,정기,화물,0,0,0,0,588079,430026,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ATL,출발,정기,여객,30,5067,42,2755,151260,274534,0,221372
2025,04,KAL,KE,대한항공,국제,미주,미국,BOS,도착,정기,여객,30,2772,22,3773,24053,19309,0,151975
2025,04,KAL,KE,대한항공,국제,미주,미국,BOS,출발,정기,여객,30,3232,24,4088,111008,223626,0,195578
2025,04,KAL,KE,대한항공,국제,미주,미국,DFW,도착,정기,화물,8,0,0,0,242687,388667,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,DFW,도착,정기,여객,30,3604,38,3382,22992,59078,0,185106
2025,04,KAL,KE,대한항공,국제,미주,미국,DFW,출발,정기,화물,8,0,0,0,274477,1096519,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,DFW,출발,정기,여객,30,3793,35,3660,21312,233633,0,219047
2025,04,KAL,KE,대한항공,국제,미주,미국,IAD,도착,정기,여객,30,4494,53,2234,49821,83085,0,171291
2025,04,KAL,KE,대한항공,국제,미주,미국,IAD,출발,정기,여객,30,4782,53,2693,25588,382369,0,213857
2025,04,KAL,KE,대한항공,국제,미주,미국,JFK,도착,정기,화물,34,0,0,0,659075,406882,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,JFK,도착,정기,여객,60,12059,81,6814,77469,8570,1477,436129
2025,04,KAL,KE,대한항공,국제,미주,미국,JFK,출발,정기,화물,34,0,0,0,220123,1065698,3744,0
2025,04,KAL,KE,대한항공,국제,미주,미국,JFK,출발,정기,여객,60,12852,85,6956,90758,453370,73282,493980
2025,04,KAL,KE,대한항공,국제,미주,미국,LAS,도착,정기,여객,30,2714,12,4611,937,0,0,174252
2025,04,KAL,KE,대한항공,국제,미주,미국,LAS,출발,정기,여객,30,3441,28,4247,7312,337309,0,176343
2025,04,KAL,KE,대한항공,국제,미주,미국,LAX,도착,정기,화물,55,0,0,0,782638,369102,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,LAX,도착,정기,여객,60,13283,78,6780,180055,91382,1424,466201
2025,04,KAL,KE,대한항공,국제,미주,미국,LAX,도착,부정기,화물,1,0,0,0,0,0,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,LAX,출발,정기,화물,54,0,0,0,1552341,3662776,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,LAX,출발,정기,여객,60,14119,106,6396,56745,475421,33320,482071
2025,04,KAL,KE,대한항공,국제,미주,미국,LAX,출발,부정기,화물,1,0,0,0,42846,64682,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,MIA,출발,정기,화물,0,0,0,0,74993,635188,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ORD,도착,정기,화물,38,0,0,0,196228,149964,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ORD,도착,정기,여객,30,3762,37,3005,30602,58149,211,173914
2025,04,KAL,KE,대한항공,국제,미주,미국,ORD,출발,정기,화물,36,0,0,0,942100,3334852,723,0
2025,04,KAL,KE,대한항공,국제,미주,미국,ORD,출발,정기,여객,30,4617,43,3041,106212,465354,24902,193866
2025,04,KAL,KE,대한항공,국제,미주,미국,SEA,도착,정기,화물,17,0,0,0,571319,342418,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,SEA,도착,정기,여객,30,3781,43,3338,11866,63592,0,149069
2025,04,KAL,KE,대한항공,국제,미주,미국,SEA,출발,정기,화물,17,0,0,0,263,23104,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,SEA,출발,정기,여객,30,5394,65,3521,12671,241105,0,203712
2025,04,KAL,KE,대한항공,국제,미주,미국,SFO,도착,정기,화물,0,0,0,0,178251,240215,0,0
2025,04,KAL,KE,대한항공,국제,미주,미국,SFO,도착,정기,여객,30,4594,31,1977,18116,3227,0,142333
2025,04,KAL,KE,대한항공,국제,미주,미국,SFO,도착,부정기,여객,2,440,3,13,0,0,0,7611
2025,04,KAL,KE,대한항공,국제,미주,미국,SFO,출발,정기,여객,30,5768,44,1926,75962,295008,0,164943
2025,04,KAL,KE,대한항공,국제,미주,미국,SFO,출발,부정기,여객,1,237,3,1,0,8404,0,5295
2025,04,KAL,KE,대한항공,국제,미주,브라질,VCP,도착,정기,화물,9,0,0,0,5919,57421,0,0
2025,04,KAL,KE,대한항공,국제,미주,브라질,VCP,출발,정기,화물,8,0,0,0,52523,131684,0,0
2025,04,KAL,KE,대한항공,국제,미주,칠레,SCL,도착,정기,화물,0,0,0,0,28556,94391,0,0
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YHZ,도착,정기,화물,0,0,0,0,105224,363661,0,0
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YVR,도착,정기,화물,0,0,0,0,32924,11008,0,0
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YVR,도착,정기,여객,47,4775,69,7115,57022,39527,0,299578
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YVR,출발,정기,여객,47,6179,119,7811,47437,426098,26261,422316
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,정기,화물,9,0,0,0,130951,256749,0,0
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,정기,여객,30,4126,52,3619,37916,26417,0,203315
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YYZ,도착,부정기,화물,4,0,0,0,8282,7155,0,0
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,정기,화물,8,0,0,0,5983,591655,0,0
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,정기,여객,30,4080,61,3589,59909,387309,29342,247676
2025,04,KAL,KE,대한항공,국제,미주,캐나다,YYZ,출발,부정기,화물,4,0,0,0,85564,254829,0,0
2025,04,KAL,KE,대한항공,국제,미주,페루,LIM,도착,정기,화물,0,0,0,0,88135,175526,0,0
2025,04,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,도착,정기,화물,9,0,0,0,534048,229202,2347,0
2025,04,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,도착,정기,여객,17,3736,10,507,60939,80454,9708,76829
2025,04,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,출발,정기,화물,10,0,0,0,416343,700983,0,0
2025,04,KAL,KE,대한항공,국제,유럽,네덜란드,AMS,출발,정기,여객,17,3661,16,529,62880,75566,0,75498
2025,04,KAL,KE,대한항공,국제,유럽,노르웨이,OSL,도착,정기,화물,8,0,0,0,616370,56554,0,0
2025,04,KAL,KE,대한항공,국제,유럽,노르웨이,OSL,출발,정기,화물,9,0,0,0,8136,12088,0,0
2025,04,KAL,KE,대한항공,국제,유럽,독일,FRA,도착,정기,화물,21,0,0,0,1426023,281569,0,0
2025,04,KAL,KE,대한항공,국제,유럽,독일,FRA,도착,정기,여객,12,3010,14,122,146413,42410,0,61002
2025,04,KAL,KE,대한항공,국제,유럽,독일,FRA,출발,정기,화물,22,0,0,0,475332,877678,252,0
2025,04,KAL,KE,대한항공,국제,유럽,독일,FRA,출발,정기,여객,13,3231,17,204,39675,120671,11470,71432
2025,04,KAL,KE,대한항공,국제,유럽,스위스,ZRH,도착,정기,화물,4,0,0,0,175212,80274,0,0
2025,04,KAL,KE,대한항공,국제,유럽,스위스,ZRH,도착,정기,여객,13,2917,16,178,96133,25408,0,57265
2025,04,KAL,KE,대한항공,국제,유럽,스위스,ZRH,출발,정기,화물,4,0,0,0,688,44110,0,0
2025,04,KAL,KE,대한항공,국제,유럽,스위스,ZRH,출발,정기,여객,13,2654,13,137,5828,54502,0,53203
2025,04,KAL,KE,대한항공,국제,유럽,스페인,MAD,도착,정기,화물,8,0,0,0,239106,460170,0,0
2025,04,KAL,KE,대한항공,국제,유럽,스페인,MAD,도착,정기,여객,17,3795,3,149,126987,46564,0,74290
2025,04,KAL,KE,대한항공,국제,유럽,스페인,MAD,출발,정기,화물,9,0,0,0,20153,611663,0,0
2025,04,KAL,KE,대한항공,국제,유럽,스페인,MAD,출발,정기,여객,17,3901,4,154,12227,80509,1839,69677
2025,04,KAL,KE,대한항공,국제,유럽,영국,LHR,도착,정기,화물,8,0,0,0,108976,84163,0,0
2025,04,KAL,KE,대한항공,국제,유럽,영국,LHR,도착,정기,여객,30,6191,25,821,237024,41111,10544,135035
2025,04,KAL,KE,대한항공,국제,유럽,영국,LHR,출발,정기,화물,8,0,0,0,174277,323330,0,0
2025,04,KAL,KE,대한항공,국제,유럽,영국,LHR,출발,정기,여객,30,7148,37,757,74740,326770,22541,166676
2025,04,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,도착,정기,여객,17,3843,8,205,75787,19784,0,74692
2025,04,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,정기,화물,0,0,0,0,786079,637991,1687,0
2025,04,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,정기,여객,17,4314,8,251,57392,124552,2205,83423
2025,04,KAL,KE,대한항공,국제,유럽,오스트리아,VIE,출발,부정기,화물,0,0,0,0,2838,14643,0,0
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,FCO,도착,정기,여객,13,3301,4,88,46190,42737,0,66746
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,FCO,출발,정기,여객,13,3410,2,172,47787,74177,0,61006
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,정기,화물,4,0,0,0,367744,44362,0,0
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,정기,여객,17,3997,9,272,153258,52815,0,83624
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,도착,부정기,화물,8,0,0,0,399670,128632,0,0
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,정기,화물,4,0,0,0,18487,163388,0,0
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,정기,여객,17,4120,5,315,33271,183223,2317,79787
2025,04,KAL,KE,대한항공,국제,유럽,이탈리아,MXP,출발,부정기,화물,9,0,0,0,0,2115,0,0
2025,04,KAL,KE,대한항공,국제,유럽,체코,PRG,도착,정기,여객,17,4125,9,444,55975,44205,0,83662
2025,04,KAL,KE,대한항공,국제,유럽,체코,PRG,출발,정기,여객,17,4331,6,517,52048,40034,0,87099
2025,04,KAL,KE,대한항공,국제,유럽,포르투갈,LIS,도착,정기,여객,12,2805,4,213,73679,25655,0,57322
2025,04,KAL,KE,대한항공,국제,유럽,포르투갈,LIS,출발,정기,여객,13,2677,3,323,5118,75,0,50647
2025,04,KAL,KE,대한항공,국제,유럽,프랑스,CDG,도착,정기,화물,0,0,0,0,396822,16049,0,0
2025,04,KAL,KE,대한항공,국제,유럽,프랑스,CDG,도착,정기,여객,26,6462,25,411,407690,79810,0,130914
2025,04,KAL,KE,대한항공,국제,유럽,프랑스,CDG,출발,정기,여객,26,6370,18,338,29755,386966,9657,128102
2025,04,KAL,KE,대한항공,국제,유럽,헝가리,BUD,도착,정기,여객,18,4237,5,282,102129,1637,0,85922
2025,04,KAL,KE,대한항공,국제,유럽,헝가리,BUD,출발,정기,여객,17,3788,8,459,19662,112537,1368,83978
2025,04,KAL,KE,대한항공,국제,유럽,터키,IST,도착,정기,여객,17,3904,8,356,113263,9643,0,77035
2025,04,KAL,KE,대한항공,국제,유럽,터키,IST,출발,정기,여객,17,4088,5,405,70933,84443,1936,77625
2025,04,KAL,KE,대한항공,국제,대양주,뉴질랜드,AKL,도착,정기,여객,13,3305,33,260,65337,60208,0,70057
2025,04,KAL,KE,대한항공,국제,대양주,뉴질랜드,AKL,출발,정기,여객,13,3248,27,224,18340,60502,14943,78877
2025,04,KAL,KE,대한항공,국제,대양주,호주,BNE,도착,정기,여객,17,3164,37,631,36797,1000,0,67268
2025,04,KAL,KE,대한항공,국제,대양주,호주,BNE,출발,정기,여객,17,3387,41,618,25531,99821,10702,81214
2025,04,KAL,KE,대한항공,국제,대양주,호주,SYD,도착,정기,여객,30,7279,54,591,54142,7872,0,146704
2025,04,KAL,KE,대한항공,국제,대양주,호주,SYD,출발,정기,여객,30,6915,62,647,268312,188680,26555,145273
2025,04,KAL,KE,대한항공,국제,대양주,괌,GUM,도착,정기,여객,30,7685,224,350,21721,2837,0,113797
2025,04,KAL,KE,대한항공,국제,대양주,괌,GUM,출발,정기,여객,30,8278,239,406,122390,73679,0,112108
2025,04,KAL,KE,대한항공,국제,대양주,하와이,HNL,도착,정기,여객,30,5730,45,1732,41445,16795,0,161276
2025,04,KAL,KE,대한항공,국제,대양주,하와이,HNL,출발,정기,여객,30,6330,55,1966,59044,302894,2066,156914
2025,04,KAL,KE,대한항공,국제,중동,아랍에미리트,DXB,도착,정기,여객,30,5480,17,325,17853,15211,0,102325
2025,04,KAL,KE,대한항공,국제,중동,아랍에미리트,DXB,출발,정기,여객,30,6740,17,444,164713,24658,11182,125487
2025,04,KAL,KE,대한항공,국제,기타,네팔,KTM,도착,정기,여객,9,1216,9,970,9282,6675,0,56418
2025,04,KAL,KE,대한항공,국제,기타,네팔,KTM,출발,정기,여객,8,1102,9,474,2025,64406,0,44817
2025,04,KAL,KE,대한항공,국제,기타,인도,DEL,도착,정기,여객,13,2162,0,958,94611,49886,0,69477
2025,04,KAL,KE,대한항공,국제,기타,인도,DEL,출발,정기,여객,13,2255,4,185,31008,105517,0,47291
2025,04,KAL,KE,대한항공,국제,기타,인도,DEL,출발,부정기,화물,0,0,0,0,113224,44829,0,0
2025,04,KLM,KL,KLM네덜란드항공,국제,유럽,네덜란드,AMS,도착,정기,여객,21,6772,32,384,428888,0,835,115580
2025,04,KLM,KL,KLM네덜란드항공,국제,유럽,네덜란드,AMS,출발,정기,여객,21,6779,29,419,343377,0,3795,140939
2025,04,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,ALA,도착,정기,여객,26,4078,42,240,11562,0,1030,67799
2025,04,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,ALA,출발,정기,여객,26,4568,48,363,147566,0,3715,104116
2025,04,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,NQZ,도착,정기,여객,8,793,12,146,28,0,53,12732
2025,04,KZR,KC,아스타나항공,국제,유럽,카자흐스탄,NQZ,출발,정기,여객,8,962,17,133,387,0,0,23961
2025,04,LAO,QV,라오 항공,국제,동남아,라오스,VTE,도착,정기,여객,21,2814,7,95,10395,0,448,42489
2025,04,LAO,QV,라오 항공,국제,동남아,라오스,VTE,출발,정기,여객,21,2560,7,75,6468,0,1592,37777
2025,04,LHA,GI,롱하오 항공,국제,중국,중국,CGO,도착,정기,화물,9,0,0,0,145363,0,406,0
2025,04,LHA,GI,롱하오 항공,국제,중국,중국,CGO,출발,정기,화물,9,0,0,0,38013,0,0,0
2025,04,LHA,GI,롱하오 항공,국제,중국,중국,WEH,도착,정기,화물,41,0,0,0,597870,0,0,0
2025,04,LHA,GI,롱하오 항공,국제,중국,중국,WEH,출발,정기,화물,41,0,0,0,393608,0,0,0
2025,04,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WAW,도착,정기,여객,26,5817,18,191,141705,0,7242,92912
2025,04,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WAW,출발,정기,여객,26,6067,16,69,292907,0,7975,115939
2025,04,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WRO,도착,정기,여객,4,1074,6,5,5532,0,0,18569
2025,04,LOT,LO,LOT 폴란드항공,국제,유럽,폴란드,WRO,출발,정기,여객,4,917,10,12,45374,0,0,18414
2025,04,MAS,MH,말레이시아항공,국제,동남아,말레이시아,KUL,도착,정기,여객,49,8419,57,56,502634,0,6562,127688
2025,04,MAS,MH,말레이시아항공,국제,동남아,말레이시아,KUL,출발,정기,여객,48,10562,58,164,584288,0,6971,197387
2025,04,MGL,OM,몽골항공,국제,동북아,몽골,UBN,도착,정기,여객,47,6795,58,1077,18362,0,2469,129896
2025,04,MGL,OM,몽골항공,국제,동북아,몽골,UBN,도착,부정기,화물,5,0,0,0,20495,74,0,0
2025,04,MGL,OM,몽골항공,국제,동북아,몽골,UBN,출발,정기,여객,47,7927,81,1362,115354,0,1329,218225
2025,04,MGL,OM,몽골항공,국제,동북아,몽골,UBN,출발,부정기,화물,5,0,0,0,85613,0,0,0
2025,04,MMA,8M,미얀마 국제항공,국제,동남아,미얀마,RGN,도착,정기,여객,15,1244,7,96,2191,0,0,28816
2025,04,MMA,8M,미얀마 국제항공,국제,동남아,미얀마,RGN,출발,정기,여객,15,1368,4,22,5338,0,0,34303
2025,04,MNG,M0,에어로몽골리아,국제,동북아,몽골,UBN,도착,정기,여객,8,584,8,0,0,0,0,9664
2025,04,MNG,M0,에어로몽골리아,국제,동북아,몽골,UBN,출발,정기,여객,8,788,13,16,506,0,0,21272
2025,04,MXD,OD,바틱에어,국제,동남아,말레이시아,KUL,도착,정기,여객,30,3890,17,0,430,0,0,36601
2025,04,MXD,OD,바틱에어,국제,동남아,말레이시아,KUL,출발,정기,여객,30,3874,19,33,24566,0,0,47128
2025,04,NCR,N8,내셔널항공,국제,동북아,홍콩,HKG,도착,부정기,화물,0,0,0,0,68140,0,0,0
2025,04,NCR,N8,내셔널항공,국제,동북아,홍콩,HKG,출발,부정기,화물,1,0,0,0,0,0,0,0
