년도,월,항공사(ICAO),항공사(IATA),항공사명,국제_국내,노선,국가,공항,도착_출발,정기_부정기,여객_화물,운항(편),유임승객(명),무임승객(명),환승객(명),직화물(kg),환적화물(kg),우편물(kg),수하물(kg)
2025,02,CKS,K4,칼리타항공,국제,미주,미국,ANC,도착,정기,화물,6,0,0,0,122880,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,ANC,도착,부정기,화물,1,0,0,0,0,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,ANC,출발,정기,화물,3,0,0,0,0,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,CVG,도착,정기,화물,38,0,0,0,599162,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,CVG,도착,부정기,화물,8,0,0,0,137091,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,CVG,출발,정기,화물,52,0,0,0,338550,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,LAX,도착,정기,화물,7,0,0,0,181138,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,LAX,도착,부정기,화물,3,0,0,0,114071,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,LAX,출발,정기,화물,1,0,0,0,0,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,ORD,도착,정기,화물,4,0,0,0,189564,0,0,0
2025,02,CKS,K4,칼리타항공,국제,미주,미국,ORD,도착,부정기,화물,1,0,0,0,12671,0,0,0
2025,02,CLX,CV,카고룩스항공,국제,유럽,룩셈부르크,LUX,도착,정기,화물,10,0,0,0,386883,0,0,0
2025,02,CLX,CV,카고룩스항공,국제,유럽,룩셈부르크,LUX,출발,정기,화물,10,0,0,0,522481,0,0,0
2025,02,CLX,CV,카고룩스항공,국제,유럽,투르크메니스탄,ASB,출발,정기,화물,0,0,0,0,156516,0,0,0
2025,02,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,도착,정기,화물,10,0,0,0,267458,1564,0,0
2025,02,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,도착,정기,여객,105,26417,53,361,862035,0,60950,385257
2025,02,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,출발,정기,화물,10,0,0,0,206225,0,0,0
2025,02,CPA,CX,캐세이퍼시픽항공,국제,동북아,홍콩,HKG,출발,정기,여객,105,28040,66,342,468625,0,14405,453267
2025,02,CQH,9C,춘추항공,국제,중국,중국,PVG,도착,정기,여객,16,2781,1,0,868,0,1416,27284
2025,02,CQH,9C,춘추항공,국제,중국,중국,PVG,출발,정기,여객,16,2772,1,7,0,0,3134,27774
2025,02,CQH,9C,춘추항공,국제,중국,중국,SJW,도착,정기,여객,8,1297,4,0,0,0,0,15325
2025,02,CQH,9C,춘추항공,국제,중국,중국,SJW,출발,정기,여객,8,958,1,7,0,0,0,10107
2025,02,CQH,9C,춘추항공,국제,중국,중국,YTY,도착,정기,여객,8,1146,4,0,0,0,0,13567
2025,02,CQH,9C,춘추항공,국제,중국,중국,YTY,출발,정기,여객,8,997,1,5,0,0,0,11560
2025,02,CRK,HX,홍콩항공,국제,동북아,홍콩,HKG,도착,정기,여객,49,8352,13,40,44601,0,3496,69954
2025,02,CRK,HX,홍콩항공,국제,동북아,홍콩,HKG,출발,정기,여객,49,9378,13,193,23870,0,0,93774
2025,02,CSC,3U,사천항공,국제,중국,중국,TFU,도착,정기,여객,12,1794,8,24,709,0,0,22055
2025,02,CSC,3U,사천항공,국제,중국,중국,TFU,출발,정기,여객,12,1719,6,11,6975,0,0,24681
2025,02,CSH,FM,상하이 항공,국제,중국,중국,PVG,도착,정기,여객,28,3961,4,32,4850,0,0,55271
2025,02,CSH,FM,상하이 항공,국제,중국,중국,PVG,출발,정기,여객,28,4192,8,89,128,0,0,69580
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CAN,도착,정기,여객,84,11934,42,100,96170,0,3439,200162
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CAN,출발,정기,여객,84,12103,57,99,7071,0,5432,192586
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CGO,도착,정기,여객,12,1790,5,1,5297,0,1744,29070
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CGO,출발,정기,여객,12,1066,1,29,0,0,0,15490
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CGQ,도착,정기,여객,28,3718,15,11,57,0,1860,58693
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CGQ,출발,정기,여객,28,3768,18,39,0,0,4590,55048
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CSX,도착,정기,여객,7,910,3,8,3715,0,1219,13802
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,CSX,출발,정기,여객,7,635,1,6,60,0,0,8368
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,DLC,도착,정기,여객,66,9882,20,36,74640,0,1123,132414
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,DLC,출발,정기,여객,66,9108,17,215,36464,0,20213,116644
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,HRB,도착,정기,여객,28,3517,18,11,2018,0,175,54462
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,HRB,출발,정기,여객,28,2827,8,103,0,0,4449,41491
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,MDG,도착,정기,여객,20,2593,14,1,0,0,0,43701
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,MDG,출발,정기,여객,20,2011,16,4,0,0,0,28394
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,PKX,도착,정기,여객,28,4831,5,1,17973,0,0,83858
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,PKX,출발,정기,여객,28,4719,6,93,16125,0,0,64575
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,PVG,도착,정기,여객,56,8408,10,37,105410,0,0,100017
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,PVG,출발,정기,여객,56,9813,17,212,4445,0,2793,121598
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,SHE,도착,정기,여객,51,7396,16,114,5695,0,2843,117893
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,SHE,출발,정기,여객,51,6679,18,226,6584,0,3434,95824
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,SZX,도착,정기,여객,26,3600,5,30,31212,0,0,46242
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,SZX,출발,정기,여객,26,3786,7,9,1928,0,0,50584
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,YNJ,도착,정기,여객,28,4288,18,6,0,0,4756,71137
2025,02,CSN,CZ,중국남방항공,국제,중국,중국,YNJ,출발,정기,여객,28,3930,21,44,0,0,0,57134
2025,02,CSS,O3,슌펑(순풍) 항공,국제,중국,중국,EHU,도착,정기,화물,17,0,0,0,225585,0,0,0
2025,02,CSS,O3,슌펑(순풍) 항공,국제,중국,중국,EHU,출발,정기,화물,16,0,0,0,49387,0,0,0
2025,02,CSZ,ZH,심천항공,국제,중국,중국,SZX,도착,정기,여객,48,6401,10,113,42679,0,350,87081
2025,02,CSZ,ZH,심천항공,국제,중국,중국,SZX,출발,정기,여객,48,6754,14,41,6876,0,0,91884
2025,02,CSZ,ZH,심천항공,국제,중국,중국,WUX,도착,정기,여객,12,1602,6,0,9780,0,0,20858
2025,02,CSZ,ZH,심천항공,국제,중국,중국,WUX,출발,정기,여객,12,1741,5,3,0,0,0,24465
2025,02,CTJ,HT,천진에어카고,국제,중국,중국,TNA,도착,부정기,화물,12,0,0,0,191208,0,0,0
2025,02,CTJ,HT,천진에어카고,국제,중국,중국,TNA,출발,부정기,화물,12,0,0,0,0,0,0,0
2025,02,CTJ,HT,천진에어카고,국제,중국,중국,WHA,도착,부정기,화물,21,0,0,0,346240,0,0,0
2025,02,CTJ,HT,천진에어카고,국제,중국,중국,WHA,출발,부정기,화물,21,0,0,0,9221,0,0,0
2025,02,CXA,MF,중국하문항공,국제,중국,중국,FOC,도착,정기,여객,15,1982,9,120,1398,0,0,32272
2025,02,CXA,MF,중국하문항공,국제,중국,중국,FOC,출발,정기,여객,15,1419,2,86,428,0,0,22961
2025,02,CXA,MF,중국하문항공,국제,중국,중국,XMN,도착,정기,여객,19,2932,5,56,12488,0,381,42087
2025,02,CXA,MF,중국하문항공,국제,중국,중국,XMN,출발,정기,여객,19,2853,7,31,13336,0,0,39521
2025,02,CYZ,CF,중국우정항공,국제,중국,중국,XIY,도착,정기,화물,12,0,0,0,89746,0,126,0
2025,02,CYZ,CF,중국우정항공,국제,중국,중국,XIY,출발,정기,화물,12,0,0,0,139666,0,0,0
2025,02,CYZ,CF,중국우정항공,국제,중국,중국,YNZ,도착,부정기,화물,15,0,0,0,239858,0,0,0
2025,02,CYZ,CF,중국우정항공,국제,중국,중국,YNZ,출발,부정기,화물,15,0,0,0,2812,0,0,0
2025,02,DAL,DL,델타항공,국제,미주,미국,ATL,도착,정기,여객,56,6712,57,7346,41919,0,70,385060
2025,02,DAL,DL,델타항공,국제,미주,미국,ATL,출발,정기,여객,56,6189,30,6398,537167,0,0,369440
2025,02,DAL,DL,델타항공,국제,미주,미국,DTW,도착,정기,여객,28,3059,32,3217,11807,0,0,162560
2025,02,DAL,DL,델타항공,국제,미주,미국,DTW,출발,정기,여객,28,2392,8,4544,264892,0,0,198500
2025,02,DAL,DL,델타항공,국제,미주,미국,MSP,도착,정기,여객,28,3378,37,3852,43989,0,0,178360
2025,02,DAL,DL,델타항공,국제,미주,미국,MSP,출발,정기,여객,28,2275,16,3508,310270,0,0,159640
2025,02,DAL,DL,델타항공,국제,미주,미국,SEA,도착,정기,여객,28,2419,29,4043,23793,0,2514,156980
2025,02,DAL,DL,델타항공,국제,미주,미국,SEA,출발,정기,여객,28,2034,13,3490,200243,0,0,143880
2025,02,DLH,LH,루프트한자항공,국제,유럽,독일,FRA,도착,정기,여객,13,4607,10,61,84250,0,8232,93958
2025,02,DLH,LH,루프트한자항공,국제,유럽,독일,FRA,출발,정기,여객,13,3431,9,125,85357,0,469,69693
2025,02,DLH,LH,루프트한자항공,국제,유럽,독일,MUC,도착,정기,여객,26,7371,14,129,290682,0,67,139723
2025,02,DLH,LH,루프트한자항공,국제,유럽,독일,MUC,출발,정기,여객,25,5500,12,153,204315,0,1906,105461
2025,02,EOK,RF,에어로케이,국제,일본,일본,KIX,도착,정기,여객,1,172,0,0,0,0,0,1921
2025,02,EOK,RF,에어로케이,국제,일본,일본,KIX,도착,부정기,여객,7,1228,3,0,0,0,0,13840
2025,02,EOK,RF,에어로케이,국제,일본,일본,KIX,출발,부정기,여객,7,1173,2,0,0,0,0,10181
2025,02,EOK,RF,에어로케이,국제,일본,일본,NGO,도착,부정기,여객,1,90,0,0,0,0,0,937
2025,02,EOK,RF,에어로케이,국제,일본,일본,NRT,도착,정기,여객,29,5101,5,0,0,0,0,52702
2025,02,EOK,RF,에어로케이,국제,일본,일본,NRT,도착,부정기,여객,1,175,0,0,0,0,0,1769
2025,02,EOK,RF,에어로케이,국제,일본,일본,NRT,출발,정기,여객,28,4374,2,6,0,0,0,33882
2025,02,EOK,RF,에어로케이,국제,동북아,대만,KHH,도착,부정기,여객,1,119,0,0,0,0,0,1440
2025,02,EOK,RF,에어로케이,국제,동북아,대만,KHH,출발,부정기,여객,1,143,0,0,0,0,0,3250
2025,02,EOK,RF,에어로케이,국제,동남아,베트남,CXR,도착,정기,여객,16,2521,14,0,0,0,0,28814
2025,02,EOK,RF,에어로케이,국제,동남아,베트남,CXR,출발,정기,여객,16,2411,11,0,0,0,0,20829
2025,02,EOK,RF,에어로케이,국제,동남아,베트남,DAD,도착,정기,여객,2,318,0,0,0,0,0,3350
2025,02,EOK,RF,에어로케이,국제,동남아,베트남,HAN,도착,정기,여객,24,3451,3,0,0,0,0,40559
2025,02,EOK,RF,에어로케이,국제,동남아,베트남,HAN,도착,부정기,여객,1,166,0,0,0,0,0,1537
2025,02,EOK,RF,에어로케이,국제,동남아,베트남,HAN,출발,정기,여객,24,3017,2,0,0,0,0,32241
2025,02,EOK,RF,에어로케이,국제,동남아,필리핀,CRK,도착,부정기,여객,8,1064,3,0,0,0,0,8010
2025,02,EOK,RF,에어로케이,국제,동남아,필리핀,CRK,출발,부정기,여객,8,942,1,0,0,0,0,7122
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,CTS,도착,정기,여객,56,9599,3,2,0,0,0,113774
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,CTS,출발,정기,여객,56,9322,4,33,0,0,0,88115
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,FUK,도착,정기,여객,56,10406,19,0,0,0,0,103518
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,FUK,출발,정기,여객,56,9983,14,1,0,0,0,73263
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,KIX,도착,정기,여객,83,15443,20,0,0,0,0,155305
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,KIX,출발,정기,여객,83,14781,18,2,0,0,0,130453
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,NRT,도착,정기,여객,84,15648,14,0,0,0,0,164880
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,NRT,출발,정기,여객,84,14456,12,4,0,0,0,127478
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,OKA,도착,정기,여객,28,4704,56,0,0,0,0,47477
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,OKA,출발,정기,여객,28,4756,63,0,0,0,0,37574
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,TKS,도착,정기,여객,12,2142,10,0,0,0,0,18084
2025,02,ESR,ZE,이스타 항공,국제,일본,일본,TKS,출발,정기,여객,12,1984,12,0,0,0,0,12949
2025,02,ESR,ZE,이스타 항공,국제,동북아,대만,TPE,도착,정기,여객,17,2928,7,0,324,0,0,30599
2025,02,ESR,ZE,이스타 항공,국제,동북아,대만,TPE,도착,부정기,여객,3,559,1,0,0,0,0,6194
2025,02,ESR,ZE,이스타 항공,국제,동북아,대만,TPE,출발,정기,여객,16,2925,4,0,4055,0,0,26049
2025,02,ESR,ZE,이스타 항공,국제,동북아,대만,TPE,출발,부정기,여객,2,373,5,1,0,0,0,5362
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,CXR,도착,정기,여객,56,9812,57,0,0,0,0,113639
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,CXR,출발,정기,여객,56,9107,51,1,0,0,0,80866
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,DAD,도착,정기,여객,28,5044,13,0,0,0,0,55120
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,DAD,도착,부정기,여객,2,355,0,0,0,0,0,3991
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,DAD,출발,정기,여객,28,4510,5,0,0,0,0,36940
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,DAD,출발,부정기,여객,1,115,3,0,0,0,0,1135
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,PQC,도착,정기,여객,28,4851,38,0,0,0,0,56866
2025,02,ESR,ZE,이스타 항공,국제,동남아,베트남,PQC,출발,정기,여객,28,4687,39,1,0,0,0,44945
2025,02,ESR,ZE,이스타 항공,국제,동남아,태국,BKK,도착,정기,여객,28,5083,4,20,24178,0,0,56642
2025,02,ESR,ZE,이스타 항공,국제,동남아,태국,BKK,출발,정기,여객,28,4769,4,43,9909,0,0,46939
2025,02,ESR,ZE,이스타 항공,국제,동남아,태국,CNX,도착,정기,여객,28,4563,9,5,0,0,0,52781
2025,02,ESR,ZE,이스타 항공,국제,동남아,태국,CNX,출발,정기,여객,28,4308,11,13,0,0,0,40500
2025,02,ETD,EY,에티하드 항공,국제,중동,아랍에미리트,AUH,도착,정기,여객,44,10710,20,286,535366,0,9932,202359
2025,02,ETD,EY,에티하드 항공,국제,중동,아랍에미리트,AUH,출발,정기,여객,44,7888,18,299,433475,837,0,151554
2025,02,ETH,ET,에티오피아 항공,국제,일본,일본,NRT,도착,정기,여객,24,2930,6,13,0,0,0,41429
2025,02,ETH,ET,에티오피아 항공,국제,일본,일본,NRT,출발,정기,여객,24,1902,3,12,0,0,0,24241
2025,02,ETH,ET,에티오피아 항공,국제,동북아,홍콩,HKG,출발,정기,화물,11,0,0,0,161604,0,0,0
2025,02,ETH,ET,에티오피아 항공,국제,유럽,노르웨이,OSL,도착,정기,화물,11,0,0,0,1002542,0,0,0
2025,02,ETH,ET,에티오피아 항공,국제,기타,에티오피아,ADD,도착,정기,여객,24,2994,4,120,50010,0,1636,81584
2025,02,ETH,ET,에티오피아 항공,국제,기타,에티오피아,ADD,출발,정기,여객,24,1936,9,156,109716,0,0,77749
2025,02,EVA,BR,에바항공,국제,동북아,대만,KHH,도착,정기,여객,44,6917,28,82,1822,0,0,96786
2025,02,EVA,BR,에바항공,국제,동북아,대만,KHH,출발,정기,여객,44,7295,31,107,3896,0,0,132508
2025,02,EVA,BR,에바항공,국제,동북아,대만,TPE,도착,정기,여객,56,15421,67,434,615333,0,1968,212931
2025,02,EVA,BR,에바항공,국제,동북아,대만,TPE,출발,정기,여객,56,16006,65,227,422290,0,0,263492
2025,02,FDX,FX,FedEX항공,국제,일본,일본,KIX,출발,정기,화물,0,0,0,0,37996,0,0,0
2025,02,FDX,FX,FedEX항공,국제,일본,일본,NRT,도착,정기,화물,0,0,0,0,283243,436108,0,0
2025,02,FDX,FX,FedEX항공,국제,일본,일본,NRT,도착,부정기,화물,0,0,0,0,18738,23606,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,CAN,도착,정기,화물,0,0,0,0,812187,439783,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,CAN,출발,정기,화물,0,0,0,0,774020,162338,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,CAN,출발,부정기,화물,1,0,0,0,0,0,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,PEK,도착,정기,화물,0,0,0,0,130417,223080,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,PEK,출발,정기,화물,0,0,0,0,3610,22312,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,PVG,출발,정기,화물,0,0,0,0,108626,0,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,SZX,출발,정기,화물,0,0,0,0,8886,59726,0,0
2025,02,FDX,FX,FedEX항공,국제,중국,중국,XMN,도착,정기,화물,0,0,0,0,19061,40286,0,0
2025,02,FDX,FX,FedEX항공,국제,동북아,홍콩,HKG,출발,정기,화물,0,0,0,0,62870,308777,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,ANC,도착,정기,화물,0,0,0,0,345497,207655,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,ANC,도착,부정기,화물,1,0,0,0,6397,0,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,ANC,출발,정기,화물,54,0,0,0,849548,398666,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,ANC,출발,부정기,화물,1,0,0,0,0,48637,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,IND,출발,정기,화물,25,0,0,0,0,0,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,LAX,도착,정기,화물,4,0,0,0,0,0,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,MEM,도착,정기,화물,90,0,0,0,111933,88090,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,MEM,도착,부정기,화물,1,0,0,0,0,0,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,MEM,출발,정기,화물,35,0,0,0,3505,0,0,0
2025,02,FDX,FX,FedEX항공,국제,미주,미국,OAK,도착,정기,화물,20,0,0,0,0,0,0,0
2025,02,FIN,AY,핀에어,국제,유럽,핀란드,HEL,도착,정기,여객,26,5589,17,513,592340,0,2152,108169
2025,02,FIN,AY,핀에어,국제,유럽,핀란드,HEL,출발,정기,여객,26,4081,16,447,353503,0,0,87558
2025,02,GCR,GS,톈진(천진) 에어라인,국제,중국,중국,TSN,도착,정기,여객,12,1187,0,1,0,0,0,17252
2025,02,GCR,GS,톈진(천진) 에어라인,국제,중국,중국,TSN,출발,정기,여객,12,1261,0,7,0,0,0,17425
2025,02,GEC,LH,루프트한자항공,국제,일본,일본,NRT,도착,정기,화물,23,0,0,0,273976,0,4474,0
2025,02,GEC,LH,루프트한자항공,국제,유럽,독일,FRA,출발,정기,화물,22,0,0,0,490221,0,8083,0
2025,02,GIA,GA,가루다 인도네시아항공,국제,동남아,인도네시아,CGK,도착,정기,여객,24,5719,24,78,152791,0,667,102304
2025,02,GIA,GA,가루다 인도네시아항공,국제,동남아,인도네시아,CGK,출발,정기,여객,24,5021,21,75,192342,0,5780,118649
2025,02,GIA,GA,가루다 인도네시아항공,국제,동남아,인도네시아,DPS,도착,정기,여객,28,5934,24,116,13212,0,1006,95760
2025,02,GIA,GA,가루다 인도네시아항공,국제,동남아,인도네시아,DPS,출발,정기,여객,28,5664,17,67,117444,0,14420,89899
2025,02,GTI,5Y,아틀라스항공,국제,중국,중국,CGO,출발,정기,화물,0,0,0,0,125616,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,중국,중국,CKG,출발,정기,화물,0,0,0,0,51748,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,중국,중국,EHU,출발,정기,화물,0,0,0,0,38161,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,중국,중국,PVG,출발,정기,화물,0,0,0,0,25681,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,동북아,홍콩,HKG,도착,정기,화물,4,0,0,0,48958,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,동북아,홍콩,HKG,출발,정기,화물,0,0,0,0,44566,13407,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,IND,도착,정기,화물,3,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,IND,출발,정기,화물,9,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,IND,출발,부정기,화물,5,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,JFK,도착,정기,화물,16,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,JFK,출발,정기,화물,1,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,LAX,도착,정기,화물,8,0,0,0,113665,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,LAX,도착,부정기,화물,1,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,LAX,출발,정기,화물,1,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,MIA,도착,정기,화물,8,0,0,0,9036,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,MIA,출발,정기,화물,17,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,MIA,출발,부정기,화물,3,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,ORD,도착,정기,화물,67,0,0,0,496254,49315,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,ORD,도착,부정기,화물,22,0,0,0,27012,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,ORD,출발,정기,화물,77,0,0,0,240819,20293,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,ORD,출발,부정기,화물,21,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,RFD,도착,정기,화물,3,0,0,0,31400,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,미주,미국,RFD,출발,정기,화물,8,0,0,0,0,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,유럽,네덜란드,AMS,도착,정기,화물,0,0,0,0,668206,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,유럽,네덜란드,AMS,도착,부정기,화물,0,0,0,0,397875,0,0,0
2025,02,GTI,5Y,아틀라스항공,국제,유럽,스페인,ZAZ,도착,정기,화물,0,0,0,0,97159,0,0,0
2025,02,HAL,HA,하와이안 항공,국제,대양주,하와이,HNL,도착,정기,여객,20,4550,18,438,36998,0,1452,136482
2025,02,HAL,HA,하와이안 항공,국제,대양주,하와이,HNL,출발,정기,여객,21,3798,17,688,230408,0,0,122176
2025,02,HGB,HB,그레이터베이항공,국제,동북아,홍콩,HKG,도착,정기,여객,20,2489,1,3,14322,0,572,27008
2025,02,HGB,HB,그레이터베이항공,국제,동북아,홍콩,HKG,출발,정기,여객,20,2765,3,0,9295,0,0,30908
2025,02,HKE,UO,홍콩익스프레스,국제,동북아,홍콩,HKG,도착,정기,여객,84,17205,20,0,48244,0,0,156180
2025,02,HKE,UO,홍콩익스프레스,국제,동북아,홍콩,HKG,출발,정기,여객,84,19160,30,3,20046,0,0,214713
2025,02,HLF,I9,중국센트럴항공,국제,중국,중국,YNT,도착,정기,화물,16,0,0,0,207919,0,0,0
2025,02,HLF,I9,중국센트럴항공,국제,중국,중국,YNT,출발,정기,화물,16,0,0,0,71455,0,0,0
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,CXR,도착,정기,여객,28,4809,39,12,16572,0,0,70197
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,CXR,출발,정기,여객,28,4792,33,15,0,0,0,55632
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,DAD,도착,정기,여객,28,4696,30,464,8945,0,21,102507
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,DAD,출발,정기,여객,28,4630,21,128,3207,0,0,59905
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,HAN,도착,정기,여객,56,16963,165,416,564431,0,66,416866
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,HAN,출발,정기,여객,56,15765,159,445,543898,0,0,302962
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,SGN,도착,정기,여객,56,12253,190,1828,235683,0,477,375286
2025,02,HVN,VN,베트남항공,국제,동남아,베트남,SGN,출발,정기,여객,56,12329,114,560,281545,0,0,232651
2025,02,HYT,YG,원통화물항공,국제,중국,중국,WNZ,도착,부정기,화물,21,0,0,0,502502,0,0,0
2025,02,HYT,YG,원통화물항공,국제,중국,중국,WNZ,출발,부정기,화물,20,0,0,0,227338,0,0,0
2025,02,ICV,C8,카고룩스 이탈리아,국제,동북아,대만,TPE,출발,정기,화물,0,0,0,0,38151,0,0,0
2025,02,ICV,C8,카고룩스 이탈리아,국제,유럽,이탈리아,MXP,도착,정기,화물,8,0,0,0,486383,0,0,0
2025,02,ICV,C8,카고룩스 이탈리아,국제,유럽,이탈리아,MXP,출발,정기,화물,8,0,0,0,217372,0,0,0
2025,02,JAL,JL,일본항공,국제,일본,일본,NGO,도착,정기,화물,18,0,0,0,302263,0,0,0
2025,02,JAL,JL,일본항공,국제,일본,일본,NRT,출발,정기,화물,18,0,0,0,512651,0,0,0
2025,02,JDL,JG,장쑤징동화물항공사,국제,중국,중국,NTG,도착,부정기,화물,8,0,0,0,106186,0,0,0
2025,02,JDL,JG,장쑤징동화물항공사,국제,중국,중국,NTG,출발,부정기,화물,8,0,0,0,3192,0,0,0
2025,02,JDL,JG,장쑤징동화물항공사,국제,중국,중국,WUX,도착,부정기,화물,28,0,0,0,447265,0,0,0
2025,02,JDL,JG,장쑤징동화물항공사,국제,중국,중국,WUX,출발,부정기,화물,28,0,0,0,124451,0,0,0
2025,02,JJA,7C,제주항공,국내,한국,한국,CJU,도착,부정기,여객,5,763,0,0,0,0,0,2808
2025,02,JJA,7C,제주항공,국제,일본,일본,CTS,도착,정기,여객,35,5786,8,237,0,0,0,72364
